template_id,template,dof,cpt_class_representative,is_cpt_representative
460,"(3,2) + (3b,1) + (6,1) + (6b,1)",63,"(3,1) + (3b,2) + (6,1) + (6b,1)",False
461,"(3,2) + (3b,1) + (6b,1) + (6b,1)",63,"(3,1) + (3b,2) + (6,1) + (6,1)",False
462,"(3b,1) + (3b,1) + (3b,1) + (6,2)",63,"(3,1) + (3,1) + (3,1) + (6b,2)",False
463,"(3b,1) + (3b,1) + (3b,1) + (6b,2)",63,"(3,1) + (3,1) + (3,1) + (6,2)",False
464,"(3b,1) + (3b,2) + (6,1) + (6,1)",63,"(3,1) + (3,2) + (6b,1) + (6b,1)",False
465,"(3b,1) + (3b,2) + (6,1) + (6b,1)",63,"(3,1) + (3,2) + (6,1) + (6b,1)",False
466,"(3b,1) + (3b,2) + (6b,1) + (6b,1)",63,"(3,1) + (3,2) + (6,1) + (6,1)",False
467,"(3b,1) + (6,1) + (6,2)",63,"(3,1) + (6b,1) + (6b,2)",False
468,"(3b,1) + (6,1) + (6b,2)",63,"(3,1) + (6,2) + (6b,1)",False
469,"(3b,1) + (6,2) + (6b,1)",63,"(3,1) + (6,1) + (6b,2)",False
470,"(3b,1) + (6b,1) + (6b,2)",63,"(3,1) + (6,1) + (6,2)",False
471,"(1,1) + (1,1) + (1,2) + (3,1) + (3,1) + (3,2) + (6,1)",66,"(1,1) + (1,1) + (1,2) + (3,1) + (3,1) + (3,2) + (6,1)",True
472,"(1,1) + (1,1) + (1,2) + (3,1) + (3,1) + (3,2) + (6b,1)",66,"(1,1) + (1,1) + (1,2) + (3,1) + (3,1) + (3,2) + (6b,1)",True
473,"(1,1) + (1,1) + (1,2) + (3,1) + (3,1) + (3b,2) + (6,1)",66,"(1,1) + (1,1) + (1,2) + (3,1) + (3,1) + (3b,2) + (6,1)",True
474,"(1,1) + (1,1) + (1,2) + (3,1) + (3,1) + (3b,2) + (6b,1)",66,"(1,1) + (1,1) + (1,2) + (3,1) + (3,1) + (3b,2) + (6b,1)",True
475,"(1,1) + (1,1) + (1,2) + (3,1) + (3,1) + (6,2)",66,"(1,1) + (1,1) + (1,2) + (3,1) + (3,1) + (6,2)",True
476,"(1,1) + (1,1) + (1,2) + (3,1) + (3,1) + (6b,2)",66,"(1,1) + (1,1) + (1,2) + (3,1) + (3,1) + (6b,2)",True
477,"(1,1) + (1,1) + (1,2) + (3,1) + (3,2) + (3b,1) + (6,1)",66,"(1,1) + (1,1) + (1,2) + (3,1) + (3,2) + (3b,1) + (6,1)",True
478,"(1,1) + (1,1) + (1,2) + (3,1) + (3,2) + (3b,1) + (6b,1)",66,"(1,1) + (1,1) + (1,2) + (3,1) + (3,2) + (3b,1) + (6b,1)",True
479,"(1,1) + (1,1) + (1,2) + (3,1) + (3b,1) + (3b,2) + (6,1)",66,"(1,1) + (1,1) + (1,2) + (3,1) + (3,2) + (3b,1) + (6b,1)",False
480,"(1,1) + (1,1) + (1,2) + (3,1) + (3b,1) + (3b,2) + (6b,1)",66,"(1,1) + (1,1) + (1,2) + (3,1) + (3,2) + (3b,1) + (6,1)",False
481,"(1,1) + (1,1) + (1,2) + (3,1) + (3b,1) + (6,2)",66,"(1,1) + (1,1) + (1,2) + (3,1) + (3b,1) + (6,2)",True
482,"(1,1) + (1,1) + (1,2) + (3,1) + (3b,1) + (6b,2)",66,"(1,1) + (1,1) + (1,2) + (3,1) + (3b,1) + (6,2)",False
483,"(1,1) + (1,1) + (1,2) + (3,2) + (3b,1) + (3b,1) + (6,1)",66,"(1,1) + (1,1) + (1,2) + (3,1) + (3,1) + (3b,2) + (6b,1)",False
484,"(1,1) + (1,1) + (1,2) + (3,2) + (3b,1) + (3b,1) + (6b,1)",66,"(1,1) + (1,1) + (1,2) + (3,1) + (3,1) + (3b,2) + (6,1)",False
485,"(1,1) + (1,1) + (1,2) + (3,2) + (6,1) + (6,1)",66,"(1,1) + (1,1) + (1,2) + (3,2) + (6,1) + (6,1)",True
486,"(1,1) + (1,1) + (1,2) + (3,2) + (6,1) + (6b,1)",66,"(1,1) + (1,1) + (1,2) + (3,2) + (6,1) + (6b,1)",True
487,"(1,1) + (1,1) + (1,2) + (3,2) + (6b,1) + (6b,1)",66,"(1,1) + (1,1) + (1,2) + (3,2) + (6b,1) + (6b,1)",True
488,"(1,1) + (1,1) + (1,2) + (3b,1) + (3b,1) + (3b,2) + (6,1)",66,"(1,1) + (1,1) + (1,2) + (3,1) + (3,1) + (3,2) + (6b,1)",False
489,"(1,1) + (1,1) + (1,2) + (3b,1) + (3b,1) + (3b,2) + (6b,1)",66,"(1,1) + (1,1) + (1,2) + (3,1) + (3,1) + (3,2) + (6,1)",False
490,"(1,1) + (1,1) + (1,2) + (3b,1) + (3b,1) + (6,2)",66,"(1,1) + (1,1) + (1,2) + (3,1) + (3,1) + (6b,2)",False
491,"(1,1) + (1,1) + (1,2) + (3b,1) + (3b,1) + (6b,2)",66,"(1,1) + (1,1) + (1,2) + (3,1) + (3,1) + (6,2)",False
492,"(1,1) + (1,1) + (1,2) + (3b,2) + (6,1) + (6,1)",66,"(1,1) + (1,1) + (1,2) + (3,2) + (6b,1) + (6b,1)",False
493,"(1,1) + (1,1) + (1,2) + (3b,2) + (6,1) + (6b,1)",66,"(1,1) + (1,1) + (1,2) + (3,2) + (6,1) + (6b,1)",False
494,"(1,1) + (1,1) + (1,2) + (3b,2) + (6b,1) + (6b,1)",66,"(1,1) + (1,1) + (1,2) + (3,2) + (6,1) + (6,1)",False
495,"(1,1) + (1,1) + (1,2) + (6,1) + (6,2)",66,"(1,1) + (1,1) + (1,2) + (6,1) + (6,2)",True
496,"(1,1) + (1,1) + (1,2) + (6,1) + (6b,2)",66,"(1,1) + (1,1) + (1,2) + (6,1) + (6b,2)",True
497,"(1,1) + (1,1) + (1,2) + (6,2) + (6b,1)",66,"(1,1) + (1,1) + (1,2) + (6,1) + (6b,2)",False
498,"(1,1) + (1,1) + (1,2) + (6b,1) + (6b,2)",66,"(1,1) + (1,1) + (1,2) + (6,1) + (6,2)",False
499,"(1,1) + (1,1) + (3,1) + (3,1) + (3,2) + (8,1)",66,"(1,1) + (1,1) + (3,1) + (3,1) + (3,2) + (8,1)",True
500,"(1,1) + (1,1) + (3,1) + (3,1) + (3b,2) + (8,1)",66,"(1,1) + (1,1) + (3,1) + (3,1) + (3b,2) + (8,1)",True
501,"(1,1) + (1,1) + (3,1) + (3,2) + (3b,1) + (8,1)",66,"(1,1) + (1,1) + (3,1) + (3,2) + (3b,1) + (8,1)",True
502,"(1,1) + (1,1) + (3,1) + (3b,1) + (3b,2) + (8,1)",66,"(1,1) + (1,1) + (3,1) + (3,2) + (3b,1) + (8,1)",False
503,"(1,1) + (1,1) + (3,2) + (3b,1) + (3b,1) + (8,1)",66,"(1,1) + (1,1) + (3,1) + (3,1) + (3b,2) + (8,1)",False
504,"(1,1) + (1,1) + (3,2) + (6,1) + (8,1)",66,"(1,1) + (1,1) + (3,2) + (6,1) + (8,1)",True
505,"(1,1) + (1,1) + (3,2) + (6b,1) + (8,1)",66,"(1,1) + (1,1) + (3,2) + (6b,1) + (8,1)",True
506,"(1,1) + (1,1) + (3b,1) + (3b,1) + (3b,2) + (8,1)",66,"(1,1) + (1,1) + (3,1) + (3,1) + (3,2) + (8,1)",False
507,"(1,1) + (1,1) + (3b,2) + (6,1) + (8,1)",66,"(1,1) + (1,1) + (3,2) + (6b,1) + (8,1)",False
508,"(1,1) + (1,1) + (3b,2) + (6b,1) + (8,1)",66,"(1,1) + (1,1) + (3,2) + (6,1) + (8,1)",False
509,"(1,1) + (1,1) + (6,2) + (8,1)",66,"(1,1) + (1,1) + (6,2) + (8,1)",True
510,"(1,1) + (1,1) + (6b,2) + (8,1)",66,"(1,1) + (1,1) + (6,2) + (8,1)",False
511,"(1,1) + (1,2) + (3,1) + (8,2)",66,"(1,1) + (1,2) + (3,1) + (8,2)",True
512,"(1,1) + (1,2) + (3b,1) + (8,2)",66,"(1,1) + (1,2) + (3,1) + (8,2)",False
513,"(1,1) + (3,1) + (3,1) + (3,1) + (6,2)",66,"(1,1) + (3,1) + (3,1) + (3,1) + (6,2)",True
514,"(1,1) + (3,1) + (3,1) + (3,1) + (6b,2)",66,"(1,1) + (3,1) + (3,1) + (3,1) + (6b,2)",True
515,"(1,1) + (3,1) + (3,1) + (3b,1) + (6,2)",66,"(1,1) + (3,1) + (3,1) + (3b,1) + (6,2)",True
516,"(1,1) + (3,1) + (3,1) + (3b,1) + (6b,2)",66,"(1,1) + (3,1) + (3,1) + (3b,1) + (6b,2)",True
517,"(1,1) + (3,1) + (3,2) + (6,1) + (6,1)",66,"(1,1) + (3,1) + (3,2) + (6,1) + (6,1)",True
518,"(1,1) + (3,1) + (3,2) + (6,1) + (6b,1)",66,"(1,1) + (3,1) + (3,2) + (6,1) + (6b,1)",True
519,"(1,1) + (3,1) + (3,2) + (6b,1) + (6b,1)",66,"(1,1) + (3,1) + (3,2) + (6b,1) + (6b,1)",True
520,"(1,1) + (3,1) + (3b,1) + (3b,1) + (6,2)",66,"(1,1) + (3,1) + (3,1) + (3b,1) + (6b,2)",False
521,"(1,1) + (3,1) + (3b,1) + (3b,1) + (6b,2)",66,"(1,1) + (3,1) + (3,1) + (3b,1) + (6,2)",False
522,"(1,1) + (3,1) + (3b,2) + (6,1) + (6,1)",66,"(1,1) + (3,1) + (3b,2) + (6,1) + (6,1)",True
523,"(1,1) + (3,1) + (3b,2) + (6,1) + (6b,1)",66,"(1,1) + (3,1) + (3b,2) + (6,1) + (6b,1)",True
524,"(1,1) + (3,1) + (3b,2) + (6b,1) + (6b,1)",66,"(1,1) + (3,1) + (3b,2) + (6b,1) + (6b,1)",True
525,"(1,1) + (3,1) + (6,1) + (6,2)",66,"(1,1) + (3,1) + (6,1) + (6,2)",True
526,"(1,1) + (3,1) + (6,1) + (6b,2)",66,"(1,1) + (3,1) + (6,1) + (6b,2)",True
527,"(1,1) + (3,1) + (6,2) + (6b,1)",66,"(1,1) + (3,1) + (6,2) + (6b,1)",True
528,"(1,1) + (3,1) + (6b,1) + (6b,2)",66,"(1,1) + (3,1) + (6b,1) + (6b,2)",True
529,"(1,1) + (3,2) + (3b,1) + (6,1) + (6,1)",66,"(1,1) + (3,1) + (3b,2) + (6b,1) + (6b,1)",False
530,"(1,1) + (3,2) + (3b,1) + (6,1) + (6b,1)",66,"(1,1) + (3,1) + (3b,2) + (6,1) + (6b,1)",False
531,"(1,1) + (3,2) + (3b,1) + (6b,1) + (6b,1)",66,"(1,1) + (3,1) + (3b,2) + (6,1) + (6,1)",False
532,"(1,1) + (3b,1) + (3b,1) + (3b,1) + (6,2)",66,"(1,1) + (3,1) + (3,1) + (3,1) + (6b,2)",False
533,"(1,1) + (3b,1) + (3b,1) + (3b,1) + (6b,2)",66,"(1,1) + (3,1) + (3,1) + (3,1) + (6,2)",False
534,"(1,1) + (3b,1) + (3b,2) + (6,1) + (6,1)",66,"(1,1) + (3,1) + (3,2) + (6b,1) + (6b,1)",False
535,"(1,1) + (3b,1) + (3b,2) + (6,1) + (6b,1)",66,"(1,1) + (3,1) + (3,2) + (6,1) + (6b,1)",False
536,"(1,1) + (3b,1) + (3b,2) + (6b,1) + (6b,1)",66,"(1,1) + (3,1) + (3,2) + (6,1) + (6,1)",False
537,"(1,1) + (3b,1) + (6,1) + (6,2)",66,"(1,1) + (3,1) + (6b,1) + (6b,2)",False
538,"(1,1) + (3b,1) + (6,1) + (6b,2)",66,"(1,1) + (3,1) + (6,2) + (6b,1)",False
539,"(1,1) + (3b,1) + (6,2) + (6b,1)",66,"(1,1) + (3,1) + (6,1) + (6b,2)",False
540,"(1,1) + (3b,1) + (6b,1) + (6b,2)",66,"(1,1) + (3,1) + (6,1) + (6,2)",False
541,"(1,2) + (3,1) + (3,1) + (3,2) + (8,1)",66,"(1,2) + (3,1) + (3,1) + (3,2) + (8,1)",True
542,"(1,2) + (3,1) + (3,1) + (3b,2) + (8,1)",66,"(1,2) + (3,1) + (3,1) + (3b,2) + (8,1)",True
543,"(1,2) + (3,1) + (3,2) + (3b,1) + (8,1)",66,"(1,2) + (3,1) + (3,2) + (3b,1) + (8,1)",True
544,"(1,2) + (3,1) + (3b,1) + (3b,2) + (8,1)",66,"(1,2) + (3,1) + (3,2) + (3b,1) + (8,1)",False
545,"(1,2) + (3,2) + (3b,1) + (3b,1) + (8,1)",66,"(1,2) + (3,1) + (3,1) + (3b,2) + (8,1)",False
546,"(1,2) + (3,2) + (6,1) + (8,1)",66,"(1,2) + (3,2) + (6,1) + (8,1)",True
547,"(1,2) + (3,2) + (6b,1) + (8,1)",66,"(1,2) + (3,2) + (6b,1) + (8,1)",True
548,"(1,2) + (3b,1) + (3b,1) + (3b,2) + (8,1)",66,"(1,2) + (3,1) + (3,1) + (3,2) + (8,1)",False
549,"(1,2) + (3b,2) + (6,1) + (8,1)",66,"(1,2) + (3,2) + (6b,1) + (8,1)",False
550,"(1,2) + (3b,2) + (6b,1) + (8,1)",66,"(1,2) + (3,2) + (6,1) + (8,1)",False
551,"(1,2) + (6,2) + (8,1)",66,"(1,2) + (6,2) + (8,1)",True
552,"(1,2) + (6b,2) + (8,1)",66,"(1,2) + (6,2) + (8,1)",False
553,"(3,1) + (3,1) + (8,2)",66,"(3,1) + (3,1) + (8,2)",True
554,"(3,1) + (3b,1) + (8,2)",66,"(3,1) + (3b,1) + (8,2)",True
555,"(3,2) + (8,1) + (8,1)",66,"(3,2) + (8,1) + (8,1)",True
556,"(3b,1) + (3b,1) + (8,2)",66,"(3,1) + (3,1) + (8,2)",False
557,"(3b,2) + (8,1) + (8,1)",66,"(3,2) + (8,1) + (8,1)",False
558,"(6,1) + (8,2)",66,"(6,1) + (8,2)",True
559,"(6b,1) + (8,2)",66,"(6,1) + (8,2)",False
560,"(1,1) + (1,1) + (1,2) + (3,1) + (8,2)",69,"(1,1) + (1,1) + (1,2) + (3,1) + (8,2)",True
561,"(1,1) + (1,1) + (1,2) + (3b,1) + (8,2)",69,"(1,1) + (1,1) + (1,2) + (3,1) + (8,2)",False
562,"(1,1) + (1,1) + (3,1) + (3,1) + (3,1) + (6,2)",69,"(1,1) + (1,1) + (3,1) + (3,1) + (3,1) + (6,2)",True
563,"(1,1) + (1,1) + (3,1) + (3,1) + (3,1) + (6b,2)",69,"(1,1) + (1,1) + (3,1) + (3,1) + (3,1) + (6b,2)",True
564,"(1,1) + (1,1) + (3,1) + (3,1) + (3b,1) + (6,2)",69,"(1,1) + (1,1) + (3,1) + (3,1) + (3b,1) + (6,2)",True
565,"(1,1) + (1,1) + (3,1) + (3,1) + (3b,1) + (6b,2)",69,"(1,1) + (1,1) + (3,1) + (3,1) + (3b,1) + (6b,2)",True
566,"(1,1) + (1,1) + (3,1) + (3,2) + (6,1) + (6,1)",69,"(1,1) + (1,1) + (3,1) + (3,2) + (6,1) + (6,1)",True
567,"(1,1) + (1,1) + (3,1) + (3,2) + (6,1) + (6b,1)",69,"(1,1) + (1,1) + (3,1) + (3,2) + (6,1) + (6b,1)",True
568,"(1,1) + (1,1) + (3,1) + (3,2) + (6b,1) + (6b,1)",69,"(1,1) + (1,1) + (3,1) + (3,2) + (6b,1) + (6b,1)",True
569,"(1,1) + (1,1) + (3,1) + (3b,1) + (3b,1) + (6,2)",69,"(1,1) + (1,1) + (3,1) + (3,1) + (3b,1) + (6b,2)",False
570,"(1,1) + (1,1) + (3,1) + (3b,1) + (3b,1) + (6b,2)",69,"(1,1) + (1,1) + (3,1) + (3,1) + (3b,1) + (6,2)",False
571,"(1,1) + (1,1) + (3,1) + (3b,2) + (6,1) + (6,1)",69,"(1,1) + (1,1) + (3,1) + (3b,2) + (6,1) + (6,1)",True
572,"(1,1) + (1,1) + (3,1) + (3b,2) + (6,1) + (6b,1)",69,"(1,1) + (1,1) + (3,1) + (3b,2) + (6,1) + (6b,1)",True
573,"(1,1) + (1,1) + (3,1) + (3b,2) + (6b,1) + (6b,1)",69,"(1,1) + (1,1) + (3,1) + (3b,2) + (6b,1) + (6b,1)",True
574,"(1,1) + (1,1) + (3,1) + (6,1) + (6,2)",69,"(1,1) + (1,1) + (3,1) + (6,1) + (6,2)",True
575,"(1,1) + (1,1) + (3,1) + (6,1) + (6b,2)",69,"(1,1) + (1,1) + (3,1) + (6,1) + (6b,2)",True
576,"(1,1) + (1,1) + (3,1) + (6,2) + (6b,1)",69,"(1,1) + (1,1) + (3,1) + (6,2) + (6b,1)",True
577,"(1,1) + (1,1) + (3,1) + (6b,1) + (6b,2)",69,"(1,1) + (1,1) + (3,1) + (6b,1) + (6b,2)",True
578,"(1,1) + (1,1) + (3,2) + (3b,1) + (6,1) + (6,1)",69,"(1,1) + (1,1) + (3,1) + (3b,2) + (6b,1) + (6b,1)",False
579,"(1,1) + (1,1) + (3,2) + (3b,1) + (6,1) + (6b,1)",69,"(1,1) + (1,1) + (3,1) + (3b,2) + (6,1) + (6b,1)",False
580,"(1,1) + (1,1) + (3,2) + (3b,1) + (6b,1) + (6b,1)",69,"(1,1) + (1,1) + (3,1) + (3b,2) + (6,1) + (6,1)",False
581,"(1,1) + (1,1) + (3b,1) + (3b,1) + (3b,1) + (6,2)",69,"(1,1) + (1,1) + (3,1) + (3,1) + (3,1) + (6b,2)",False
582,"(1,1) + (1,1) + (3b,1) + (3b,1) + (3b,1) + (6b,2)",69,"(1,1) + (1,1) + (3,1) + (3,1) + (3,1) + (6,2)",False
583,"(1,1) + (1,1) + (3b,1) + (3b,2) + (6,1) + (6,1)",69,"(1,1) + (1,1) + (3,1) + (3,2) + (6b,1) + (6b,1)",False
584,"(1,1) + (1,1) + (3b,1) + (3b,2) + (6,1) + (6b,1)",69,"(1,1) + (1,1) + (3,1) + (3,2) + (6,1) + (6b,1)",False
585,"(1,1) + (1,1) + (3b,1) + (3b,2) + (6b,1) + (6b,1)",69,"(1,1) + (1,1) + (3,1) + (3,2) + (6,1) + (6,1)",False
586,"(1,1) + (1,1) + (3b,1) + (6,1) + (6,2)",69,"(1,1) + (1,1) + (3,1) + (6b,1) + (6b,2)",False
587,"(1,1) + (1,1) + (3b,1) + (6,1) + (6b,2)",69,"(1,1) + (1,1) + (3,1) + (6,2) + (6b,1)",False
588,"(1,1) + (1,1) + (3b,1) + (6,2) + (6b,1)",69,"(1,1) + (1,1) + (3,1) + (6,1) + (6b,2)",False
589,"(1,1) + (1,1) + (3b,1) + (6b,1) + (6b,2)",69,"(1,1) + (1,1) + (3,1) + (6,1) + (6,2)",False
590,"(1,1) + (1,2) + (3,1) + (3,1) + (3,2) + (8,1)",69,"(1,1) + (1,2) + (3,1) + (3,1) + (3,2) + (8,1)",True
591,"(1,1) + (1,2) + (3,1) + (3,1) + (3b,2) + (8,1)",69,"(1,1) + (1,2) + (3,1) + (3,1) + (3b,2) + (8,1)",True
592,"(1,1) + (1,2) + (3,1) + (3,2) + (3b,1) + (8,1)",69,"(1,1) + (1,2) + (3,1) + (3,2) + (3b,1) + (8,1)",True
593,"(1,1) + (1,2) + (3,1) + (3b,1) + (3b,2) + (8,1)",69,"(1,1) + (1,2) + (3,1) + (3,2) + (3b,1) + (8,1)",False
594,"(1,1) + (1,2) + (3,2) + (3b,1) + (3b,1) + (8,1)",69,"(1,1) + (1,2) + (3,1) + (3,1) + (3b,2) + (8,1)",False
595,"(1,1) + (1,2) + (3,2) + (6,1) + (8,1)",69,"(1,1) + (1,2) + (3,2) + (6,1) + (8,1)",True
596,"(1,1) + (1,2) + (3,2) + (6b,1) + (8,1)",69,"(1,1) + (1,2) + (3,2) + (6b,1) + (8,1)",True
597,"(1,1) + (1,2) + (3b,1) + (3b,1) + (3b,2) + (8,1)",69,"(1,1) + (1,2) + (3,1) + (3,1) + (3,2) + (8,1)",False
598,"(1,1) + (1,2) + (3b,2) + (6,1) + (8,1)",69,"(1,1) + (1,2) + (3,2) + (6b,1) + (8,1)",False
599,"(1,1) + (1,2) + (3b,2) + (6b,1) + (8,1)",69,"(1,1) + (1,2) + (3,2) + (6,1) + (8,1)",False
600,"(1,1) + (1,2) + (6,2) + (8,1)",69,"(1,1) + (1,2) + (6,2) + (8,1)",True
601,"(1,1) + (1,2) + (6b,2) + (8,1)",69,"(1,1) + (1,2) + (6,2) + (8,1)",False
602,"(1,1) + (3,1) + (3,1) + (8,2)",69,"(1,1) + (3,1) + (3,1) + (8,2)",True
603,"(1,1) + (3,1) + (3b,1) + (8,2)",69,"(1,1) + (3,1) + (3b,1) + (8,2)",True
604,"(1,1) + (3,2) + (8,1) + (8,1)",69,"(1,1) + (3,2) + (8,1) + (8,1)",True
605,"(1,1) + (3b,1) + (3b,1) + (8,2)",69,"(1,1) + (3,1) + (3,1) + (8,2)",False
606,"(1,1) + (3b,2) + (8,1) + (8,1)",69,"(1,1) + (3,2) + (8,1) + (8,1)",False
607,"(1,1) + (6,1) + (8,2)",69,"(1,1) + (6,1) + (8,2)",True
608,"(1,1) + (6b,1) + (8,2)",69,"(1,1) + (6,1) + (8,2)",False
609,"(1,2) + (3,1) + (3,1) + (3,1) + (6,2)",69,"(1,2) + (3,1) + (3,1) + (3,1) + (6,2)",True
610,"(1,2) + (3,1) + (3,1) + (3,1) + (6b,2)",69,"(1,2) + (3,1) + (3,1) + (3,1) + (6b,2)",True
611,"(1,2) + (3,1) + (3,1) + (3b,1) + (6,2)",69,"(1,2) + (3,1) + (3,1) + (3b,1) + (6,2)",True
612,"(1,2) + (3,1) + (3,1) + (3b,1) + (6b,2)",69,"(1,2) + (3,1) + (3,1) + (3b,1) + (6b,2)",True
613,"(1,2) + (3,1) + (3,2) + (6,1) + (6,1)",69,"(1,2) + (3,1) + (3,2) + (6,1) + (6,1)",True
614,"(1,2) + (3,1) + (3,2) + (6,1) + (6b,1)",69,"(1,2) + (3,1) + (3,2) + (6,1) + (6b,1)",True
615,"(1,2) + (3,1) + (3,2) + (6b,1) + (6b,1)",69,"(1,2) + (3,1) + (3,2) + (6b,1) + (6b,1)",True
616,"(1,2) + (3,1) + (3b,1) + (3b,1) + (6,2)",69,"(1,2) + (3,1) + (3,1) + (3b,1) + (6b,2)",False
617,"(1,2) + (3,1) + (3b,1) + (3b,1) + (6b,2)",69,"(1,2) + (3,1) + (3,1) + (3b,1) + (6,2)",False
618,"(1,2) + (3,1) + (3b,2) + (6,1) + (6,1)",69,"(1,2) + (3,1) + (3b,2) + (6,1) + (6,1)",True
619,"(1,2) + (3,1) + (3b,2) + (6,1) + (6b,1)",69,"(1,2) + (3,1) + (3b,2) + (6,1) + (6b,1)",True
620,"(1,2) + (3,1) + (3b,2) + (6b,1) + (6b,1)",69,"(1,2) + (3,1) + (3b,2) + (6b,1) + (6b,1)",True
621,"(1,2) + (3,1) + (6,1) + (6,2)",69,"(1,2) + (3,1) + (6,1) + (6,2)",True
622,"(1,2) + (3,1) + (6,1) + (6b,2)",69,"(1,2) + (3,1) + (6,1) + (6b,2)",True
623,"(1,2) + (3,1) + (6,2) + (6b,1)",69,"(1,2) + (3,1) + (6,2) + (6b,1)",True
624,"(1,2) + (3,1) + (6b,1) + (6b,2)",69,"(1,2) + (3,1) + (6b,1) + (6b,2)",True
625,"(1,2) + (3,2) + (3b,1) + (6,1) + (6,1)",69,"(1,2) + (3,1) + (3b,2) + (6b,1) + (6b,1)",False
626,"(1,2) + (3,2) + (3b,1) + (6,1) + (6b,1)",69,"(1,2) + (3,1) + (3b,2) + (6,1) + (6b,1)",False
627,"(1,2) + (3,2) + (3b,1) + (6b,1) + (6b,1)",69,"(1,2) + (3,1) + (3b,2) + (6,1) + (6,1)",False
628,"(1,2) + (3b,1) + (3b,1) + (3b,1) + (6,2)",69,"(1,2) + (3,1) + (3,1) + (3,1) + (6b,2)",False
629,"(1,2) + (3b,1) + (3b,1) + (3b,1) + (6b,2)",69,"(1,2) + (3,1) + (3,1) + (3,1) + (6,2)",False
630,"(1,2) + (3b,1) + (3b,2) + (6,1) + (6,1)",69,"(1,2) + (3,1) + (3,2) + (6b,1) + (6b,1)",False
631,"(1,2) + (3b,1) + (3b,2) + (6,1) + (6b,1)",69,"(1,2) + (3,1) + (3,2) + (6,1) + (6b,1)",False
632,"(1,2) + (3b,1) + (3b,2) + (6b,1) + (6b,1)",69,"(1,2) + (3,1) + (3,2) + (6,1) + (6,1)",False
633,"(1,2) + (3b,1) + (6,1) + (6,2)",69,"(1,2) + (3,1) + (6b,1) + (6b,2)",False
634,"(1,2) + (3b,1) + (6,1) + (6b,2)",69,"(1,2) + (3,1) + (6,2) + (6b,1)",False
635,"(1,2) + (3b,1) + (6,2) + (6b,1)",69,"(1,2) + (3,1) + (6,1) + (6b,2)",False
636,"(1,2) + (3b,1) + (6b,1) + (6b,2)",69,"(1,2) + (3,1) + (6,1) + (6,2)",False
637,"(3,1) + (3,2) + (6,1) + (8,1)",69,"(3,1) + (3,2) + (6,1) + (8,1)",True
638,"(3,1) + (3,2) + (6b,1) + (8,1)",69,"(3,1) + (3,2) + (6b,1) + (8,1)",True
639,"(3,1) + (3b,2) + (6,1) + (8,1)",69,"(3,1) + (3b,2) + (6,1) + (8,1)",True
640,"(3,1) + (3b,2) + (6b,1) + (8,1)",69,"(3,1) + (3b,2) + (6b,1) + (8,1)",True
641,"(3,1) + (6,2) + (8,1)",69,"(3,1) + (6,2) + (8,1)",True
642,"(3,1) + (6b,2) + (8,1)",69,"(3,1) + (6b,2) + (8,1)",True
643,"(3,2) + (3b,1) + (6,1) + (8,1)",69,"(3,1) + (3b,2) + (6b,1) + (8,1)",False
644,"(3,2) + (3b,1) + (6b,1) + (8,1)",69,"(3,1) + (3b,2) + (6,1) + (8,1)",False
645,"(3b,1) + (3b,2) + (6,1) + (8,1)",69,"(3,1) + (3,2) + (6b,1) + (8,1)",False
646,"(3b,1) + (3b,2) + (6b,1) + (8,1)",69,"(3,1) + (3,2) + (6,1) + (8,1)",False
647,"(3b,1) + (6,2) + (8,1)",69,"(3,1) + (6b,2) + (8,1)",False
648,"(3b,1) + (6b,2) + (8,1)",69,"(3,1) + (6,2) + (8,1)",False
649,"(1,1) + (1,1) + (1,2) + (3,1) + (3,1) + (3,2) + (8,1)",72,"(1,1) + (1,1) + (1,2) + (3,1) + (3,1) + (3,2) + (8,1)",True
650,"(1,1) + (1,1) + (1,2) + (3,1) + (3,1) + (3b,2) + (8,1)",72,"(1,1) + (1,1) + (1,2) + (3,1) + (3,1) + (3b,2) + (8,1)",True
651,"(1,1) + (1,1) + (1,2) + (3,1) + (3,2) + (3b,1) + (8,1)",72,"(1,1) + (1,1) + (1,2) + (3,1) + (3,2) + (3b,1) + (8,1)",True
652,"(1,1) + (1,1) + (1,2) + (3,1) + (3b,1) + (3b,2) + (8,1)",72,"(1,1) + (1,1) + (1,2) + (3,1) + (3,2) + (3b,1) + (8,1)",False
653,"(1,1) + (1,1) + (1,2) + (3,2) + (3b,1) + (3b,1) + (8,1)",72,"(1,1) + (1,1) + (1,2) + (3,1) + (3,1) + (3b,2) + (8,1)",False
654,"(1,1) + (1,1) + (1,2) + (3,2) + (6,1) + (8,1)",72,"(1,1) + (1,1) + (1,2) + (3,2) + (6,1) + (8,1)",True
655,"(1,1) + (1,1) + (1,2) + (3,2) + (6b,1) + (8,1)",72,"(1,1) + (1,1) + (1,2) + (3,2) + (6b,1) + (8,1)",True
656,"(1,1) + (1,1) + (1,2) + (3b,1) + (3b,1) + (3b,2) + (8,1)",72,"(1,1) + (1,1) + (1,2) + (3,1) + (3,1) + (3,2) + (8,1)",False
657,"(1,1) + (1,1) + (1,2) + (3b,2) + (6,1) + (8,1)",72,"(1,1) + (1,1) + (1,2) + (3,2) + (6b,1) + (8,1)",False
