template_id,template,dof,cpt_class_representative,is_cpt_representative
245,"(3,2) + (3b,1) + (3b,1) + (6,1)",54,"(3,1) + (3,1) + (3b,2) + (6b,1)",False
246,"(3,2) + (3b,1) + (3b,1) + (6b,1)",54,"(3,1) + (3,1) + (3b,2) + (6,1)",False
247,"(3,2) + (6,1) + (6,1)",54,"(3,2) + (6,1) + (6,1)",True
248,"(3,2) + (6,1) + (6b,1)",54,"(3,2) + (6,1) + (6b,1)",True
249,"(3,2) + (6b,1) + (6b,1)",54,"(3,2) + (6b,1) + (6b,1)",True
250,"(3b,1) + (3b,1) + (3b,2) + (6,1)",54,"(3,1) + (3,1) + (3,2) + (6b,1)",False
251,"(3b,1) + (3b,1) + (3b,2) + (6b,1)",54,"(3,1) + (3,1) + (3,2) + (6,1)",False
252,"(3b,1) + (3b,1) + (6,2)",54,"(3,1) + (3,1) + (6b,2)",False
253,"(3b,1) + (3b,1) + (6b,2)",54,"(3,1) + (3,1) + (6,2)",False
254,"(3b,2) + (6,1) + (6,1)",54,"(3,2) + (6b,1) + (6b,1)",False
255,"(3b,2) + (6,1) + (6b,1)",54,"(3,2) + (6,1) + (6b,1)",False
256,"(3b,2) + (6b,1) + (6b,1)",54,"(3,2) + (6,1) + (6,1)",False
257,"(6,1) + (6,2)",54,"(6,1) + (6,2)",True
258,"(6,1) + (6b,2)",54,"(6,1) + (6b,2)",True
259,"(6,2) + (6b,1)",54,"(6,1) + (6b,2)",False
260,"(6b,1) + (6b,2)",54,"(6,1) + (6,2)",False
261,"(1,1) + (1,1) + (1,2) + (3,1) + (3,1) + (3,1) + (3,2)",57,"(1,1) + (1,1) + (1,2) + (3,1) + (3,1) + (3,1) + (3,2)",True
262,"(1,1) + (1,1) + (1,2) + (3,1) + (3,1) + (3,1) + (3b,2)",57,"(1,1) + (1,1) + (1,2) + (3,1) + (3,1) + (3,1) + (3b,2)",True
263,"(1,1) + (1,1) + (1,2) + (3,1) + (3,1) + (3,2) + (3b,1)",57,"(1,1) + (1,1) + (1,2) + (3,1) + (3,1) + (3,2) + (3b,1)",True
264,"(1,1) + (1,1) + (1,2) + (3,1) + (3,1) + (3b,1) + (3b,2)",57,"(1,1) + (1,1) + (1,2) + (3,1) + (3,1) + (3b,1) + (3b,2)",True
265,"(1,1) + (1,1) + (1,2) + (3,1) + (3,2) + (3b,1) + (3b,1)",57,"(1,1) + (1,1) + (1,2) + (3,1) + (3,1) + (3b,1) + (3b,2)",False
266,"(1,1) + (1,1) + (1,2) + (3,1) + (3,2) + (6,1)",57,"(1,1) + (1,1) + (1,2) + (3,1) + (3,2) + (6,1)",True
267,"(1,1) + (1,1) + (1,2) + (3,1) + (3,2) + (6b,1)",57,"(1,1) + (1,1) + (1,2) + (3,1) + (3,2) + (6b,1)",True
268,"(1,1) + (1,1) + (1,2) + (3,1) + (3b,1) + (3b,1) + (3b,2)",57,"(1,1) + (1,1) + (1,2) + (3,1) + (3,1) + (3,2) + (3b,1)",False
269,"(1,1) + (1,1) + (1,2) + (3,1) + (3b,2) + (6,1)",57,"(1,1) + (1,1) + (1,2) + (3,1) + (3b,2) + (6,1)",True
270,"(1,1) + (1,1) + (1,2) + (3,1) + (3b,2) + (6b,1)",57,"(1,1) + (1,1) + (1,2) + (3,1) + (3b,2) + (6b,1)",True
271,"(1,1) + (1,1) + (1,2) + (3,1) + (6,2)",57,"(1,1) + (1,1) + (1,2) + (3,1) + (6,2)",True
272,"(1,1) + (1,1) + (1,2) + (3,1) + (6b,2)",57,"(1,1) + (1,1) + (1,2) + (3,1) + (6b,2)",True
273,"(1,1) + (1,1) + (1,2) + (3,2) + (3b,1) + (3b,1) + (3b,1)",57,"(1,1) + (1,1) + (1,2) + (3,1) + (3,1) + (3,1) + (3b,2)",False
274,"(1,1) + (1,1) + (1,2) + (3,2) + (3b,1) + (6,1)",57,"(1,1) + (1,1) + (1,2) + (3,1) + (3b,2) + (6b,1)",False
275,"(1,1) + (1,1) + (1,2) + (3,2) + (3b,1) + (6b,1)",57,"(1,1) + (1,1) + (1,2) + (3,1) + (3b,2) + (6,1)",False
276,"(1,1) + (1,1) + (1,2) + (3b,1) + (3b,1) + (3b,1) + (3b,2)",57,"(1,1) + (1,1) + (1,2) + (3,1) + (3,1) + (3,1) + (3,2)",False
277,"(1,1) + (1,1) + (1,2) + (3b,1) + (3b,2) + (6,1)",57,"(1,1) + (1,1) + (1,2) + (3,1) + (3,2) + (6b,1)",False
278,"(1,1) + (1,1) + (1,2) + (3b,1) + (3b,2) + (6b,1)",57,"(1,1) + (1,1) + (1,2) + (3,1) + (3,2) + (6,1)",False
279,"(1,1) + (1,1) + (1,2) + (3b,1) + (6,2)",57,"(1,1) + (1,1) + (1,2) + (3,1) + (6b,2)",False
280,"(1,1) + (1,1) + (1,2) + (3b,1) + (6b,2)",57,"(1,1) + (1,1) + (1,2) + (3,1) + (6,2)",False
281,"(1,1) + (1,1) + (3,1) + (3,2) + (8,1)",57,"(1,1) + (1,1) + (3,1) + (3,2) + (8,1)",True
282,"(1,1) + (1,1) + (3,1) + (3b,2) + (8,1)",57,"(1,1) + (1,1) + (3,1) + (3b,2) + (8,1)",True
283,"(1,1) + (1,1) + (3,2) + (3b,1) + (8,1)",57,"(1,1) + (1,1) + (3,1) + (3b,2) + (8,1)",False
284,"(1,1) + (1,1) + (3b,1) + (3b,2) + (8,1)",57,"(1,1) + (1,1) + (3,1) + (3,2) + (8,1)",False
285,"(1,1) + (1,2) + (8,2)",57,"(1,1) + (1,2) + (8,2)",True
286,"(1,1) + (3,1) + (3,1) + (3,2) + (6,1)",57,"(1,1) + (3,1) + (3,1) + (3,2) + (6,1)",True
287,"(1,1) + (3,1) + (3,1) + (3,2) + (6b,1)",57,"(1,1) + (3,1) + (3,1) + (3,2) + (6b,1)",True
288,"(1,1) + (3,1) + (3,1) + (3b,2) + (6,1)",57,"(1,1) + (3,1) + (3,1) + (3b,2) + (6,1)",True
289,"(1,1) + (3,1) + (3,1) + (3b,2) + (6b,1)",57,"(1,1) + (3,1) + (3,1) + (3b,2) + (6b,1)",True
290,"(1,1) + (3,1) + (3,1) + (6,2)",57,"(1,1) + (3,1) + (3,1) + (6,2)",True
291,"(1,1) + (3,1) + (3,1) + (6b,2)",57,"(1,1) + (3,1) + (3,1) + (6b,2)",True
292,"(1,1) + (3,1) + (3,2) + (3b,1) + (6,1)",57,"(1,1) + (3,1) + (3,2) + (3b,1) + (6,1)",True
293,"(1,1) + (3,1) + (3,2) + (3b,1) + (6b,1)",57,"(1,1) + (3,1) + (3,2) + (3b,1) + (6b,1)",True
294,"(1,1) + (3,1) + (3b,1) + (3b,2) + (6,1)",57,"(1,1) + (3,1) + (3,2) + (3b,1) + (6b,1)",False
295,"(1,1) + (3,1) + (3b,1) + (3b,2) + (6b,1)",57,"(1,1) + (3,1) + (3,2) + (3b,1) + (6,1)",False
296,"(1,1) + (3,1) + (3b,1) + (6,2)",57,"(1,1) + (3,1) + (3b,1) + (6,2)",True
297,"(1,1) + (3,1) + (3b,1) + (6b,2)",57,"(1,1) + (3,1) + (3b,1) + (6,2)",False
298,"(1,1) + (3,2) + (3b,1) + (3b,1) + (6,1)",57,"(1,1) + (3,1) + (3,1) + (3b,2) + (6b,1)",False
299,"(1,1) + (3,2) + (3b,1) + (3b,1) + (6b,1)",57,"(1,1) + (3,1) + (3,1) + (3b,2) + (6,1)",False
300,"(1,1) + (3,2) + (6,1) + (6,1)",57,"(1,1) + (3,2) + (6,1) + (6,1)",True
301,"(1,1) + (3,2) + (6,1) + (6b,1)",57,"(1,1) + (3,2) + (6,1) + (6b,1)",True
302,"(1,1) + (3,2) + (6b,1) + (6b,1)",57,"(1,1) + (3,2) + (6b,1) + (6b,1)",True
303,"(1,1) + (3b,1) + (3b,1) + (3b,2) + (6,1)",57,"(1,1) + (3,1) + (3,1) + (3,2) + (6b,1)",False
304,"(1,1) + (3b,1) + (3b,1) + (3b,2) + (6b,1)",57,"(1,1) + (3,1) + (3,1) + (3,2) + (6,1)",False
305,"(1,1) + (3b,1) + (3b,1) + (6,2)",57,"(1,1) + (3,1) + (3,1) + (6b,2)",False
306,"(1,1) + (3b,1) + (3b,1) + (6b,2)",57,"(1,1) + (3,1) + (3,1) + (6,2)",False
307,"(1,1) + (3b,2) + (6,1) + (6,1)",57,"(1,1) + (3,2) + (6b,1) + (6b,1)",False
308,"(1,1) + (3b,2) + (6,1) + (6b,1)",57,"(1,1) + (3,2) + (6,1) + (6b,1)",False
309,"(1,1) + (3b,2) + (6b,1) + (6b,1)",57,"(1,1) + (3,2) + (6,1) + (6,1)",False
310,"(1,1) + (6,1) + (6,2)",57,"(1,1) + (6,1) + (6,2)",True
311,"(1,1) + (6,1) + (6b,2)",57,"(1,1) + (6,1) + (6b,2)",True
312,"(1,1) + (6,2) + (6b,1)",57,"(1,1) + (6,1) + (6b,2)",False
313,"(1,1) + (6b,1) + (6b,2)",57,"(1,1) + (6,1) + (6,2)",False
314,"(1,2) + (3,1) + (3,2) + (8,1)",57,"(1,2) + (3,1) + (3,2) + (8,1)",True
315,"(1,2) + (3,1) + (3b,2) + (8,1)",57,"(1,2) + (3,1) + (3b,2) + (8,1)",True
316,"(1,2) + (3,2) + (3b,1) + (8,1)",57,"(1,2) + (3,1) + (3b,2) + (8,1)",False
317,"(1,2) + (3b,1) + (3b,2) + (8,1)",57,"(1,2) + (3,1) + (3,2) + (8,1)",False
318,"(3,1) + (8,2)",57,"(3,1) + (8,2)",True
319,"(3b,1) + (8,2)",57,"(3,1) + (8,2)",False
320,"(1,1) + (1,1) + (1,2) + (8,2)",60,"(1,1) + (1,1) + (1,2) + (8,2)",True
321,"(1,1) + (1,1) + (3,1) + (3,1) + (3,2) + (6,1)",60,"(1,1) + (1,1) + (3,1) + (3,1) + (3,2) + (6,1)",True
322,"(1,1) + (1,1) + (3,1) + (3,1) + (3,2) + (6b,1)",60,"(1,1) + (1,1) + (3,1) + (3,1) + (3,2) + (6b,1)",True
323,"(1,1) + (1,1) + (3,1) + (3,1) + (3b,2) + (6,1)",60,"(1,1) + (1,1) + (3,1) + (3,1) + (3b,2) + (6,1)",True
324,"(1,1) + (1,1) + (3,1) + (3,1) + (3b,2) + (6b,1)",60,"(1,1) + (1,1) + (3,1) + (3,1) + (3b,2) + (6b,1)",True
325,"(1,1) + (1,1) + (3,1) + (3,1) + (6,2)",60,"(1,1) + (1,1) + (3,1) + (3,1) + (6,2)",True
326,"(1,1) + (1,1) + (3,1) + (3,1) + (6b,2)",60,"(1,1) + (1,1) + (3,1) + (3,1) + (6b,2)",True
327,"(1,1) + (1,1) + (3,1) + (3,2) + (3b,1) + (6,1)",60,"(1,1) + (1,1) + (3,1) + (3,2) + (3b,1) + (6,1)",True
328,"(1,1) + (1,1) + (3,1) + (3,2) + (3b,1) + (6b,1)",60,"(1,1) + (1,1) + (3,1) + (3,2) + (3b,1) + (6b,1)",True
329,"(1,1) + (1,1) + (3,1) + (3b,1) + (3b,2) + (6,1)",60,"(1,1) + (1,1) + (3,1) + (3,2) + (3b,1) + (6b,1)",False
330,"(1,1) + (1,1) + (3,1) + (3b,1) + (3b,2) + (6b,1)",60,"(1,1) + (1,1) + (3,1) + (3,2) + (3b,1) + (6,1)",False
331,"(1,1) + (1,1) + (3,1) + (3b,1) + (6,2)",60,"(1,1) + (1,1) + (3,1) + (3b,1) + (6,2)",True
332,"(1,1) + (1,1) + (3,1) + (3b,1) + (6b,2)",60,"(1,1) + (1,1) + (3,1) + (3b,1) + (6,2)",False
333,"(1,1) + (1,1) + (3,2) + (3b,1) + (3b,1) + (6,1)",60,"(1,1) + (1,1) + (3,1) + (3,1) + (3b,2) + (6b,1)",False
334,"(1,1) + (1,1) + (3,2) + (3b,1) + (3b,1) + (6b,1)",60,"(1,1) + (1,1) + (3,1) + (3,1) + (3b,2) + (6,1)",False
335,"(1,1) + (1,1) + (3,2) + (6,1) + (6,1)",60,"(1,1) + (1,1) + (3,2) + (6,1) + (6,1)",True
336,"(1,1) + (1,1) + (3,2) + (6,1) + (6b,1)",60,"(1,1) + (1,1) + (3,2) + (6,1) + (6b,1)",True
337,"(1,1) + (1,1) + (3,2) + (6b,1) + (6b,1)",60,"(1,1) + (1,1) + (3,2) + (6b,1) + (6b,1)",True
338,"(1,1) + (1,1) + (3b,1) + (3b,1) + (3b,2) + (6,1)",60,"(1,1) + (1,1) + (3,1) + (3,1) + (3,2) + (6b,1)",False
339,"(1,1) + (1,1) + (3b,1) + (3b,1) + (3b,2) + (6b,1)",60,"(1,1) + (1,1) + (3,1) + (3,1) + (3,2) + (6,1)",False
340,"(1,1) + (1,1) + (3b,1) + (3b,1) + (6,2)",60,"(1,1) + (1,1) + (3,1) + (3,1) + (6b,2)",False
341,"(1,1) + (1,1) + (3b,1) + (3b,1) + (6b,2)",60,"(1,1) + (1,1) + (3,1) + (3,1) + (6,2)",False
342,"(1,1) + (1,1) + (3b,2) + (6,1) + (6,1)",60,"(1,1) + (1,1) + (3,2) + (6b,1) + (6b,1)",False
343,"(1,1) + (1,1) + (3b,2) + (6,1) + (6b,1)",60,"(1,1) + (1,1) + (3,2) + (6,1) + (6b,1)",False
344,"(1,1) + (1,1) + (3b,2) + (6b,1) + (6b,1)",60,"(1,1) + (1,1) + (3,2) + (6,1) + (6,1)",False
345,"(1,1) + (1,1) + (6,1) + (6,2)",60,"(1,1) + (1,1) + (6,1) + (6,2)",True
346,"(1,1) + (1,1) + (6,1) + (6b,2)",60,"(1,1) + (1,1) + (6,1) + (6b,2)",True
347,"(1,1) + (1,1) + (6,2) + (6b,1)",60,"(1,1) + (1,1) + (6,1) + (6b,2)",False
348,"(1,1) + (1,1) + (6b,1) + (6b,2)",60,"(1,1) + (1,1) + (6,1) + (6,2)",False
349,"(1,1) + (1,2) + (3,1) + (3,2) + (8,1)",60,"(1,1) + (1,2) + (3,1) + (3,2) + (8,1)",True
350,"(1,1) + (1,2) + (3,1) + (3b,2) + (8,1)",60,"(1,1) + (1,2) + (3,1) + (3b,2) + (8,1)",True
351,"(1,1) + (1,2) + (3,2) + (3b,1) + (8,1)",60,"(1,1) + (1,2) + (3,1) + (3b,2) + (8,1)",False
352,"(1,1) + (1,2) + (3b,1) + (3b,2) + (8,1)",60,"(1,1) + (1,2) + (3,1) + (3,2) + (8,1)",False
353,"(1,1) + (3,1) + (8,2)",60,"(1,1) + (3,1) + (8,2)",True
354,"(1,1) + (3b,1) + (8,2)",60,"(1,1) + (3,1) + (8,2)",False
355,"(1,2) + (3,1) + (3,1) + (3,2) + (6,1)",60,"(1,2) + (3,1) + (3,1) + (3,2) + (6,1)",True
356,"(1,2) + (3,1) + (3,1) + (3,2) + (6b,1)",60,"(1,2) + (3,1) + (3,1) + (3,2) + (6b,1)",True
357,"(1,2) + (3,1) + (3,1) + (3b,2) + (6,1)",60,"(1,2) + (3,1) + (3,1) + (3b,2) + (6,1)",True
358,"(1,2) + (3,1) + (3,1) + (3b,2) + (6b,1)",60,"(1,2) + (3,1) + (3,1) + (3b,2) + (6b,1)",True
359,"(1,2) + (3,1) + (3,1) + (6,2)",60,"(1,2) + (3,1) + (3,1) + (6,2)",True
360,"(1,2) + (3,1) + (3,1) + (6b,2)",60,"(1,2) + (3,1) + (3,1) + (6b,2)",True
361,"(1,2) + (3,1) + (3,2) + (3b,1) + (6,1)",60,"(1,2) + (3,1) + (3,2) + (3b,1) + (6,1)",True
362,"(1,2) + (3,1) + (3,2) + (3b,1) + (6b,1)",60,"(1,2) + (3,1) + (3,2) + (3b,1) + (6b,1)",True
363,"(1,2) + (3,1) + (3b,1) + (3b,2) + (6,1)",60,"(1,2) + (3,1) + (3,2) + (3b,1) + (6b,1)",False
364,"(1,2) + (3,1) + (3b,1) + (3b,2) + (6b,1)",60,"(1,2) + (3,1) + (3,2) + (3b,1) + (6,1)",False
365,"(1,2) + (3,1) + (3b,1) + (6,2)",60,"(1,2) + (3,1) + (3b,1) + (6,2)",True
366,"(1,2) + (3,1) + (3b,1) + (6b,2)",60,"(1,2) + (3,1) + (3b,1) + (6,2)",False
367,"(1,2) + (3,2) + (3b,1) + (3b,1) + (6,1)",60,"(1,2) + (3,1) + (3,1) + (3b,2) + (6b,1)",False
368,"(1,2) + (3,2) + (3b,1) + (3b,1) + (6b,1)",60,"(1,2) + (3,1) + (3,1) + (3b,2) + (6,1)",False
369,"(1,2) + (3,2) + (6,1) + (6,1)",60,"(1,2) + (3,2) + (6,1) + (6,1)",True
370,"(1,2) + (3,2) + (6,1) + (6b,1)",60,"(1,2) + (3,2) + (6,1) + (6b,1)",True
371,"(1,2) + (3,2) + (6b,1) + (6b,1)",60,"(1,2) + (3,2) + (6b,1) + (6b,1)",True
372,"(1,2) + (3b,1) + (3b,1) + (3b,2) + (6,1)",60,"(1,2) + (3,1) + (3,1) + (3,2) + (6b,1)",False
373,"(1,2) + (3b,1) + (3b,1) + (3b,2) + (6b,1)",60,"(1,2) + (3,1) + (3,1) + (3,2) + (6,1)",False
374,"(1,2) + (3b,1) + (3b,1) + (6,2)",60,"(1,2) + (3,1) + (3,1) + (6b,2)",False
375,"(1,2) + (3b,1) + (3b,1) + (6b,2)",60,"(1,2) + (3,1) + (3,1) + (6,2)",False
376,"(1,2) + (3b,2) + (6,1) + (6,1)",60,"(1,2) + (3,2) + (6b,1) + (6b,1)",False
377,"(1,2) + (3b,2) + (6,1) + (6b,1)",60,"(1,2) + (3,2) + (6,1) + (6b,1)",False
378,"(1,2) + (3b,2) + (6b,1) + (6b,1)",60,"(1,2) + (3,2) + (6,1) + (6,1)",False
379,"(1,2) + (6,1) + (6,2)",60,"(1,2) + (6,1) + (6,2)",True
380,"(1,2) + (6,1) + (6b,2)",60,"(1,2) + (6,1) + (6b,2)",True
381,"(1,2) + (6,2) + (6b,1)",60,"(1,2) + (6,1) + (6b,2)",False
382,"(1,2) + (6b,1) + (6b,2)",60,"(1,2) + (6,1) + (6,2)",False
383,"(3,1) + (3,1) + (3,2) + (8,1)",60,"(3,1) + (3,1) + (3,2) + (8,1)",True
384,"(3,1) + (3,1) + (3b,2) + (8,1)",60,"(3,1) + (3,1) + (3b,2) + (8,1)",True
385,"(3,1) + (3,2) + (3b,1) + (8,1)",60,"(3,1) + (3,2) + (3b,1) + (8,1)",True
386,"(3,1) + (3b,1) + (3b,2) + (8,1)",60,"(3,1) + (3,2) + (3b,1) + (8,1)",False
387,"(3,2) + (3b,1) + (3b,1) + (8,1)",60,"(3,1) + (3,1) + (3b,2) + (8,1)",False
388,"(3,2) + (6,1) + (8,1)",60,"(3,2) + (6,1) + (8,1)",True
389,"(3,2) + (6b,1) + (8,1)",60,"(3,2) + (6b,1) + (8,1)",True
390,"(3b,1) + (3b,1) + (3b,2) + (8,1)",60,"(3,1) + (3,1) + (3,2) + (8,1)",False
391,"(3b,2) + (6,1) + (8,1)",60,"(3,2) + (6b,1) + (8,1)",False
392,"(3b,2) + (6b,1) + (8,1)",60,"(3,2) + (6,1) + (8,1)",False
393,"(6,2) + (8,1)",60,"(6,2) + (8,1)",True
394,"(6b,2) + (8,1)",60,"(6,2) + (8,1)",False
395,"(1,1) + (1,1) + (1,2) + (3,1) + (3,2) + (8,1)",63,"(1,1) + (1,1) + (1,2) + (3,1) + (3,2) + (8,1)",True
396,"(1,1) + (1,1) + (1,2) + (3,1) + (3b,2) + (8,1)",63,"(1,1) + (1,1) + (1,2) + (3,1) + (3b,2) + (8,1)",True
397,"(1,1) + (1,1) + (1,2) + (3,2) + (3b,1) + (8,1)",63,"(1,1) + (1,1) + (1,2) + (3,1) + (3b,2) + (8,1)",False
398,"(1,1) + (1,1) + (1,2) + (3b,1) + (3b,2) + (8,1)",63,"(1,1) + (1,1) + (1,2) + (3,1) + (3,2) + (8,1)",False
399,"(1,1) + (1,1) + (3,1) + (8,2)",63,"(1,1) + (1,1) + (3,1) + (8,2)",True
400,"(1,1) + (1,1) + (3b,1) + (8,2)",63,"(1,1) + (1,1) + (3,1) + (8,2)",False
401,"(1,1) + (1,2) + (3,1) + (3,1) + (3,2) + (6,1)",63,"(1,1) + (1,2) + (3,1) + (3,1) + (3,2) + (6,1)",True
402,"(1,1) + (1,2) + (3,1) + (3,1) + (3,2) + (6b,1)",63,"(1,1) + (1,2) + (3,1) + (3,1) + (3,2) + (6b,1)",True
403,"(1,1) + (1,2) + (3,1) + (3,1) + (3b,2) + (6,1)",63,"(1,1) + (1,2) + (3,1) + (3,1) + (3b,2) + (6,1)",True
404,"(1,1) + (1,2) + (3,1) + (3,1) + (3b,2) + (6b,1)",63,"(1,1) + (1,2) + (3,1) + (3,1) + (3b,2) + (6b,1)",True
405,"(1,1) + (1,2) + (3,1) + (3,1) + (6,2)",63,"(1,1) + (1,2) + (3,1) + (3,1) + (6,2)",True
406,"(1,1) + (1,2) + (3,1) + (3,1) + (6b,2)",63,"(1,1) + (1,2) + (3,1) + (3,1) + (6b,2)",True
407,"(1,1) + (1,2) + (3,1) + (3,2) + (3b,1) + (6,1)",63,"(1,1) + (1,2) + (3,1) + (3,2) + (3b,1) + (6,1)",True
408,"(1,1) + (1,2) + (3,1) + (3,2) + (3b,1) + (6b,1)",63,"(1,1) + (1,2) + (3,1) + (3,2) + (3b,1) + (6b,1)",True
409,"(1,1) + (1,2) + (3,1) + (3b,1) + (3b,2) + (6,1)",63,"(1,1) + (1,2) + (3,1) + (3,2) + (3b,1) + (6b,1)",False
410,"(1,1) + (1,2) + (3,1) + (3b,1) + (3b,2) + (6b,1)",63,"(1,1) + (1,2) + (3,1) + (3,2) + (3b,1) + (6,1)",False
411,"(1,1) + (1,2) + (3,1) + (3b,1) + (6,2)",63,"(1,1) + (1,2) + (3,1) + (3b,1) + (6,2)",True
412,"(1,1) + (1,2) + (3,1) + (3b,1) + (6b,2)",63,"(1,1) + (1,2) + (3,1) + (3b,1) + (6,2)",False
413,"(1,1) + (1,2) + (3,2) + (3b,1) + (3b,1) + (6,1)",63,"(1,1) + (1,2) + (3,1) + (3,1) + (3b,2) + (6b,1)",False
414,"(1,1) + (1,2) + (3,2) + (3b,1) + (3b,1) + (6b,1)",63,"(1,1) + (1,2) + (3,1) + (3,1) + (3b,2) + (6,1)",False
415,"(1,1) + (1,2) + (3,2) + (6,1) + (6,1)",63,"(1,1) + (1,2) + (3,2) + (6,1) + (6,1)",True
416,"(1,1) + (1,2) + (3,2) + (6,1) + (6b,1)",63,"(1,1) + (1,2) + (3,2) + (6,1) + (6b,1)",True
417,"(1,1) + (1,2) + (3,2) + (6b,1) + (6b,1)",63,"(1,1) + (1,2) + (3,2) + (6b,1) + (6b,1)",True
418,"(1,1) + (1,2) + (3b,1) + (3b,1) + (3b,2) + (6,1)",63,"(1,1) + (1,2) + (3,1) + (3,1) + (3,2) + (6b,1)",False
419,"(1,1) + (1,2) + (3b,1) + (3b,1) + (3b,2) + (6b,1)",63,"(1,1) + (1,2) + (3,1) + (3,1) + (3,2) + (6,1)",False
420,"(1,1) + (1,2) + (3b,1) + (3b,1) + (6,2)",63,"(1,1) + (1,2) + (3,1) + (3,1) + (6b,2)",False
421,"(1,1) + (1,2) + (3b,1) + (3b,1) + (6b,2)",63,"(1,1) + (1,2) + (3,1) + (3,1) + (6,2)",False
422,"(1,1) + (1,2) + (3b,2) + (6,1) + (6,1)",63,"(1,1) + (1,2) + (3,2) + (6b,1) + (6b,1)",False
423,"(1,1) + (1,2) + (3b,2) + (6,1) + (6b,1)",63,"(1,1) + (1,2) + (3,2) + (6,1) + (6b,1)",False
424,"(1,1) + (1,2) + (3b,2) + (6b,1) + (6b,1)",63,"(1,1) + (1,2) + (3,2) + (6,1) + (6,1)",False
425,"(1,1) + (1,2) + (6,1) + (6,2)",63,"(1,1) + (1,2) + (6,1) + (6,2)",True
426,"(1,1) + (1,2) + (6,1) + (6b,2)",63,"(1,1) + (1,2) + (6,1) + (6b,2)",True
427,"(1,1) + (1,2) + (6,2) + (6b,1)",63,"(1,1) + (1,2) + (6,1) + (6b,2)",False
428,"(1,1) + (1,2) + (6b,1) + (6b,2)",63,"(1,1) + (1,2) + (6,1) + (6,2)",False
429,"(1,1) + (3,1) + (3,1) + (3,2) + (8,1)",63,"(1,1) + (3,1) + (3,1) + (3,2) + (8,1)",True
430,"(1,1) + (3,1) + (3,1) + (3b,2) + (8,1)",63,"(1,1) + (3,1) + (3,1) + (3b,2) + (8,1)",True
431,"(1,1) + (3,1) + (3,2) + (3b,1) + (8,1)",63,"(1,1) + (3,1) + (3,2) + (3b,1) + (8,1)",True
432,"(1,1) + (3,1) + (3b,1) + (3b,2) + (8,1)",63,"(1,1) + (3,1) + (3,2) + (3b,1) + (8,1)",False
433,"(1,1) + (3,2) + (3b,1) + (3b,1) + (8,1)",63,"(1,1) + (3,1) + (3,1) + (3b,2) + (8,1)",False
434,"(1,1) + (3,2) + (6,1) + (8,1)",63,"(1,1) + (3,2) + (6,1) + (8,1)",True
435,"(1,1) + (3,2) + (6b,1) + (8,1)",63,"(1,1) + (3,2) + (6b,1) + (8,1)",True
436,"(1,1) + (3b,1) + (3b,1) + (3b,2) + (8,1)",63,"(1,1) + (3,1) + (3,1) + (3,2) + (8,1)",False
437,"(1,1) + (3b,2) + (6,1) + (8,1)",63,"(1,1) + (3,2) + (6b,1) + (8,1)",False
438,"(1,1) + (3b,2) + (6b,1) + (8,1)",63,"(1,1) + (3,2) + (6,1) + (8,1)",False
439,"(1,1) + (6,2) + (8,1)",63,"(1,1) + (6,2) + (8,1)",True
440,"(1,1) + (6b,2) + (8,1)",63,"(1,1) + (6,2) + (8,1)",False
441,"(1,2) + (3,1) + (8,2)",63,"(1,2) + (3,1) + (8,2)",True
442,"(1,2) + (3b,1) + (8,2)",63,"(1,2) + (3,1) + (8,2)",False
443,"(3,1) + (3,1) + (3,1) + (6,2)",63,"(3,1) + (3,1) + (3,1) + (6,2)",True
444,"(3,1) + (3,1) + (3,1) + (6b,2)",63,"(3,1) + (3,1) + (3,1) + (6b,2)",True
445,"(3,1) + (3,1) + (3b,1) + (6,2)",63,"(3,1) + (3,1) + (3b,1) + (6,2)",True
446,"(3,1) + (3,1) + (3b,1) + (6b,2)",63,"(3,1) + (3,1) + (3b,1) + (6b,2)",True
447,"(3,1) + (3,2) + (6,1) + (6,1)",63,"(3,1) + (3,2) + (6,1) + (6,1)",True
448,"(3,1) + (3,2) + (6,1) + (6b,1)",63,"(3,1) + (3,2) + (6,1) + (6b,1)",True
449,"(3,1) + (3,2) + (6b,1) + (6b,1)",63,"(3,1) + (3,2) + (6b,1) + (6b,1)",True
450,"(3,1) + (3b,1) + (3b,1) + (6,2)",63,"(3,1) + (3,1) + (3b,1) + (6b,2)",False
451,"(3,1) + (3b,1) + (3b,1) + (6b,2)",63,"(3,1) + (3,1) + (3b,1) + (6,2)",False
452,"(3,1) + (3b,2) + (6,1) + (6,1)",63,"(3,1) + (3b,2) + (6,1) + (6,1)",True
453,"(3,1) + (3b,2) + (6,1) + (6b,1)",63,"(3,1) + (3b,2) + (6,1) + (6b,1)",True
454,"(3,1) + (3b,2) + (6b,1) + (6b,1)",63,"(3,1) + (3b,2) + (6b,1) + (6b,1)",True
455,"(3,1) + (6,1) + (6,2)",63,"(3,1) + (6,1) + (6,2)",True
456,"(3,1) + (6,1) + (6b,2)",63,"(3,1) + (6,1) + (6b,2)",True
457,"(3,1) + (6,2) + (6b,1)",63,"(3,1) + (6,2) + (6b,1)",True
458,"(3,1) + (6b,1) + (6b,2)",63,"(3,1) + (6b,1) + (6b,2)",True
459,"(3,2) + (3b,1) + (6,1) + (6,1)",63,"(3,1) + (3b,2) + (6b,1) + (6b,1)",False
