template_id,template,dof,first_failing_filter_or_status
336,"(1,1) + (1,1) + (3,2) + (6,1) + (6b,1)",60,F1_SU3_AF
337,"(1,1) + (1,1) + (3,2) + (6b,1) + (6b,1)",60,F1_SU3_AF
338,"(1,1) + (1,1) + (3b,1) + (3b,1) + (3b,2) + (6,1)",60,F4_SU3_cubic
339,"(1,1) + (1,1) + (3b,1) + (3b,1) + (3b,2) + (6b,1)",60,F4_SU3_cubic
340,"(1,1) + (1,1) + (3b,1) + (3b,1) + (6,2)",60,F1_SU3_AF
341,"(1,1) + (1,1) + (3b,1) + (3b,1) + (6b,2)",60,F1_SU3_AF
342,"(1,1) + (1,1) + (3b,2) + (6,1) + (6,1)",60,F1_SU3_AF
343,"(1,1) + (1,1) + (3b,2) + (6,1) + (6b,1)",60,F1_SU3_AF
344,"(1,1) + (1,1) + (3b,2) + (6b,1) + (6b,1)",60,F1_SU3_AF
345,"(1,1) + (1,1) + (6,1) + (6,2)",60,F1_SU3_AF
346,"(1,1) + (1,1) + (6,1) + (6b,2)",60,F1_SU3_AF
347,"(1,1) + (1,1) + (6,2) + (6b,1)",60,F1_SU3_AF
348,"(1,1) + (1,1) + (6b,1) + (6b,2)",60,F1_SU3_AF
349,"(1,1) + (1,2) + (3,1) + (3,2) + (8,1)",60,F4_SU3_cubic
350,"(1,1) + (1,2) + (3,1) + (3b,2) + (8,1)",60,F4_SU3_cubic
351,"(1,1) + (1,2) + (3,2) + (3b,1) + (8,1)",60,F4_SU3_cubic
352,"(1,1) + (1,2) + (3b,1) + (3b,2) + (8,1)",60,F4_SU3_cubic
353,"(1,1) + (3,1) + (8,2)",60,F1_SU3_AF
354,"(1,1) + (3b,1) + (8,2)",60,F1_SU3_AF
355,"(1,2) + (3,1) + (3,1) + (3,2) + (6,1)",60,F4_SU3_cubic
356,"(1,2) + (3,1) + (3,1) + (3,2) + (6b,1)",60,F4_SU3_cubic
357,"(1,2) + (3,1) + (3,1) + (3b,2) + (6,1)",60,F4_SU3_cubic
358,"(1,2) + (3,1) + (3,1) + (3b,2) + (6b,1)",60,F4_SU3_cubic
359,"(1,2) + (3,1) + (3,1) + (6,2)",60,F1_SU3_AF
360,"(1,2) + (3,1) + (3,1) + (6b,2)",60,F1_SU3_AF
361,"(1,2) + (3,1) + (3,2) + (3b,1) + (6,1)",60,F4_SU3_cubic
362,"(1,2) + (3,1) + (3,2) + (3b,1) + (6b,1)",60,F4_SU3_cubic
363,"(1,2) + (3,1) + (3b,1) + (3b,2) + (6,1)",60,F4_SU3_cubic
364,"(1,2) + (3,1) + (3b,1) + (3b,2) + (6b,1)",60,F4_SU3_cubic
365,"(1,2) + (3,1) + (3b,1) + (6,2)",60,F1_SU3_AF
366,"(1,2) + (3,1) + (3b,1) + (6b,2)",60,F1_SU3_AF
367,"(1,2) + (3,2) + (3b,1) + (3b,1) + (6,1)",60,F4_SU3_cubic
368,"(1,2) + (3,2) + (3b,1) + (3b,1) + (6b,1)",60,F4_SU3_cubic
369,"(1,2) + (3,2) + (6,1) + (6,1)",60,F1_SU3_AF
370,"(1,2) + (3,2) + (6,1) + (6b,1)",60,F1_SU3_AF
371,"(1,2) + (3,2) + (6b,1) + (6b,1)",60,F1_SU3_AF
372,"(1,2) + (3b,1) + (3b,1) + (3b,2) + (6,1)",60,F4_SU3_cubic
373,"(1,2) + (3b,1) + (3b,1) + (3b,2) + (6b,1)",60,F4_SU3_cubic
374,"(1,2) + (3b,1) + (3b,1) + (6,2)",60,F1_SU3_AF
375,"(1,2) + (3b,1) + (3b,1) + (6b,2)",60,F1_SU3_AF
376,"(1,2) + (3b,2) + (6,1) + (6,1)",60,F1_SU3_AF
377,"(1,2) + (3b,2) + (6,1) + (6b,1)",60,F1_SU3_AF
378,"(1,2) + (3b,2) + (6b,1) + (6b,1)",60,F1_SU3_AF
379,"(1,2) + (6,1) + (6,2)",60,F1_SU3_AF
380,"(1,2) + (6,1) + (6b,2)",60,F1_SU3_AF
381,"(1,2) + (6,2) + (6b,1)",60,F1_SU3_AF
382,"(1,2) + (6b,1) + (6b,2)",60,F1_SU3_AF
383,"(3,1) + (3,1) + (3,2) + (8,1)",60,F4_SU3_cubic
384,"(3,1) + (3,1) + (3b,2) + (8,1)",60,F5_Witten
385,"(3,1) + (3,2) + (3b,1) + (8,1)",60,F4_SU3_cubic
386,"(3,1) + (3b,1) + (3b,2) + (8,1)",60,F4_SU3_cubic
387,"(3,2) + (3b,1) + (3b,1) + (8,1)",60,F5_Witten
388,"(3,2) + (6,1) + (8,1)",60,F1_SU3_AF
389,"(3,2) + (6b,1) + (8,1)",60,F1_SU3_AF
390,"(3b,1) + (3b,1) + (3b,2) + (8,1)",60,F4_SU3_cubic
391,"(3b,2) + (6,1) + (8,1)",60,F1_SU3_AF
392,"(3b,2) + (6b,1) + (8,1)",60,F1_SU3_AF
393,"(6,2) + (8,1)",60,F1_SU3_AF
394,"(6b,2) + (8,1)",60,F1_SU3_AF
395,"(1,1) + (1,1) + (1,2) + (3,1) + (3,2) + (8,1)",63,F4_SU3_cubic
396,"(1,1) + (1,1) + (1,2) + (3,1) + (3b,2) + (8,1)",63,F4_SU3_cubic
397,"(1,1) + (1,1) + (1,2) + (3,2) + (3b,1) + (8,1)",63,F4_SU3_cubic
398,"(1,1) + (1,1) + (1,2) + (3b,1) + (3b,2) + (8,1)",63,F4_SU3_cubic
399,"(1,1) + (1,1) + (3,1) + (8,2)",63,F1_SU3_AF
400,"(1,1) + (1,1) + (3b,1) + (8,2)",63,F1_SU3_AF
401,"(1,1) + (1,2) + (3,1) + (3,1) + (3,2) + (6,1)",63,F4_SU3_cubic
402,"(1,1) + (1,2) + (3,1) + (3,1) + (3,2) + (6b,1)",63,F4_SU3_cubic
403,"(1,1) + (1,2) + (3,1) + (3,1) + (3b,2) + (6,1)",63,F4_SU3_cubic
404,"(1,1) + (1,2) + (3,1) + (3,1) + (3b,2) + (6b,1)",63,F4_SU3_cubic
405,"(1,1) + (1,2) + (3,1) + (3,1) + (6,2)",63,F1_SU3_AF
406,"(1,1) + (1,2) + (3,1) + (3,1) + (6b,2)",63,F1_SU3_AF
407,"(1,1) + (1,2) + (3,1) + (3,2) + (3b,1) + (6,1)",63,F4_SU3_cubic
408,"(1,1) + (1,2) + (3,1) + (3,2) + (3b,1) + (6b,1)",63,F4_SU3_cubic
409,"(1,1) + (1,2) + (3,1) + (3b,1) + (3b,2) + (6,1)",63,F4_SU3_cubic
410,"(1,1) + (1,2) + (3,1) + (3b,1) + (3b,2) + (6b,1)",63,F4_SU3_cubic
411,"(1,1) + (1,2) + (3,1) + (3b,1) + (6,2)",63,F1_SU3_AF
412,"(1,1) + (1,2) + (3,1) + (3b,1) + (6b,2)",63,F1_SU3_AF
413,"(1,1) + (1,2) + (3,2) + (3b,1) + (3b,1) + (6,1)",63,F4_SU3_cubic
414,"(1,1) + (1,2) + (3,2) + (3b,1) + (3b,1) + (6b,1)",63,F4_SU3_cubic
415,"(1,1) + (1,2) + (3,2) + (6,1) + (6,1)",63,F1_SU3_AF
416,"(1,1) + (1,2) + (3,2) + (6,1) + (6b,1)",63,F1_SU3_AF
417,"(1,1) + (1,2) + (3,2) + (6b,1) + (6b,1)",63,F1_SU3_AF
418,"(1,1) + (1,2) + (3b,1) + (3b,1) + (3b,2) + (6,1)",63,F4_SU3_cubic
419,"(1,1) + (1,2) + (3b,1) + (3b,1) + (3b,2) + (6b,1)",63,F4_SU3_cubic
420,"(1,1) + (1,2) + (3b,1) + (3b,1) + (6,2)",63,F1_SU3_AF
421,"(1,1) + (1,2) + (3b,1) + (3b,1) + (6b,2)",63,F1_SU3_AF
422,"(1,1) + (1,2) + (3b,2) + (6,1) + (6,1)",63,F1_SU3_AF
423,"(1,1) + (1,2) + (3b,2) + (6,1) + (6b,1)",63,F1_SU3_AF
424,"(1,1) + (1,2) + (3b,2) + (6b,1) + (6b,1)",63,F1_SU3_AF
425,"(1,1) + (1,2) + (6,1) + (6,2)",63,F1_SU3_AF
426,"(1,1) + (1,2) + (6,1) + (6b,2)",63,F1_SU3_AF
427,"(1,1) + (1,2) + (6,2) + (6b,1)",63,F1_SU3_AF
428,"(1,1) + (1,2) + (6b,1) + (6b,2)",63,F1_SU3_AF
429,"(1,1) + (3,1) + (3,1) + (3,2) + (8,1)",63,F4_SU3_cubic
430,"(1,1) + (3,1) + (3,1) + (3b,2) + (8,1)",63,F5_Witten
431,"(1,1) + (3,1) + (3,2) + (3b,1) + (8,1)",63,F4_SU3_cubic
432,"(1,1) + (3,1) + (3b,1) + (3b,2) + (8,1)",63,F4_SU3_cubic
433,"(1,1) + (3,2) + (3b,1) + (3b,1) + (8,1)",63,F5_Witten
434,"(1,1) + (3,2) + (6,1) + (8,1)",63,F1_SU3_AF
435,"(1,1) + (3,2) + (6b,1) + (8,1)",63,F1_SU3_AF
436,"(1,1) + (3b,1) + (3b,1) + (3b,2) + (8,1)",63,F4_SU3_cubic
437,"(1,1) + (3b,2) + (6,1) + (8,1)",63,F1_SU3_AF
438,"(1,1) + (3b,2) + (6b,1) + (8,1)",63,F1_SU3_AF
439,"(1,1) + (6,2) + (8,1)",63,F1_SU3_AF
440,"(1,1) + (6b,2) + (8,1)",63,F1_SU3_AF
441,"(1,2) + (3,1) + (8,2)",63,F1_SU3_AF
442,"(1,2) + (3b,1) + (8,2)",63,F1_SU3_AF
443,"(3,1) + (3,1) + (3,1) + (6,2)",63,F1_SU3_AF
444,"(3,1) + (3,1) + (3,1) + (6b,2)",63,F1_SU3_AF
445,"(3,1) + (3,1) + (3b,1) + (6,2)",63,F1_SU3_AF
446,"(3,1) + (3,1) + (3b,1) + (6b,2)",63,F1_SU3_AF
447,"(3,1) + (3,2) + (6,1) + (6,1)",63,F1_SU3_AF
448,"(3,1) + (3,2) + (6,1) + (6b,1)",63,F1_SU3_AF
449,"(3,1) + (3,2) + (6b,1) + (6b,1)",63,F1_SU3_AF
450,"(3,1) + (3b,1) + (3b,1) + (6,2)",63,F1_SU3_AF
451,"(3,1) + (3b,1) + (3b,1) + (6b,2)",63,F1_SU3_AF
452,"(3,1) + (3b,2) + (6,1) + (6,1)",63,F1_SU3_AF
453,"(3,1) + (3b,2) + (6,1) + (6b,1)",63,F1_SU3_AF
454,"(3,1) + (3b,2) + (6b,1) + (6b,1)",63,F1_SU3_AF
455,"(3,1) + (6,1) + (6,2)",63,F1_SU3_AF
456,"(3,1) + (6,1) + (6b,2)",63,F1_SU3_AF
457,"(3,1) + (6,2) + (6b,1)",63,F1_SU3_AF
458,"(3,1) + (6b,1) + (6b,2)",63,F1_SU3_AF
459,"(3,2) + (3b,1) + (6,1) + (6,1)",63,F1_SU3_AF
460,"(3,2) + (3b,1) + (6,1) + (6b,1)",63,F1_SU3_AF
461,"(3,2) + (3b,1) + (6b,1) + (6b,1)",63,F1_SU3_AF
462,"(3b,1) + (3b,1) + (3b,1) + (6,2)",63,F1_SU3_AF
463,"(3b,1) + (3b,1) + (3b,1) + (6b,2)",63,F1_SU3_AF
464,"(3b,1) + (3b,2) + (6,1) + (6,1)",63,F1_SU3_AF
465,"(3b,1) + (3b,2) + (6,1) + (6b,1)",63,F1_SU3_AF
466,"(3b,1) + (3b,2) + (6b,1) + (6b,1)",63,F1_SU3_AF
467,"(3b,1) + (6,1) + (6,2)",63,F1_SU3_AF
468,"(3b,1) + (6,1) + (6b,2)",63,F1_SU3_AF
469,"(3b,1) + (6,2) + (6b,1)",63,F1_SU3_AF
470,"(3b,1) + (6b,1) + (6b,2)",63,F1_SU3_AF
471,"(1,1) + (1,1) + (1,2) + (3,1) + (3,1) + (3,2) + (6,1)",66,F4_SU3_cubic
472,"(1,1) + (1,1) + (1,2) + (3,1) + (3,1) + (3,2) + (6b,1)",66,F4_SU3_cubic
473,"(1,1) + (1,1) + (1,2) + (3,1) + (3,1) + (3b,2) + (6,1)",66,F4_SU3_cubic
474,"(1,1) + (1,1) + (1,2) + (3,1) + (3,1) + (3b,2) + (6b,1)",66,F4_SU3_cubic
475,"(1,1) + (1,1) + (1,2) + (3,1) + (3,1) + (6,2)",66,F1_SU3_AF
476,"(1,1) + (1,1) + (1,2) + (3,1) + (3,1) + (6b,2)",66,F1_SU3_AF
477,"(1,1) + (1,1) + (1,2) + (3,1) + (3,2) + (3b,1) + (6,1)",66,F4_SU3_cubic
478,"(1,1) + (1,1) + (1,2) + (3,1) + (3,2) + (3b,1) + (6b,1)",66,F4_SU3_cubic
479,"(1,1) + (1,1) + (1,2) + (3,1) + (3b,1) + (3b,2) + (6,1)",66,F4_SU3_cubic
480,"(1,1) + (1,1) + (1,2) + (3,1) + (3b,1) + (3b,2) + (6b,1)",66,F4_SU3_cubic
481,"(1,1) + (1,1) + (1,2) + (3,1) + (3b,1) + (6,2)",66,F1_SU3_AF
482,"(1,1) + (1,1) + (1,2) + (3,1) + (3b,1) + (6b,2)",66,F1_SU3_AF
483,"(1,1) + (1,1) + (1,2) + (3,2) + (3b,1) + (3b,1) + (6,1)",66,F4_SU3_cubic
484,"(1,1) + (1,1) + (1,2) + (3,2) + (3b,1) + (3b,1) + (6b,1)",66,F4_SU3_cubic
485,"(1,1) + (1,1) + (1,2) + (3,2) + (6,1) + (6,1)",66,F1_SU3_AF
486,"(1,1) + (1,1) + (1,2) + (3,2) + (6,1) + (6b,1)",66,F1_SU3_AF
487,"(1,1) + (1,1) + (1,2) + (3,2) + (6b,1) + (6b,1)",66,F1_SU3_AF
488,"(1,1) + (1,1) + (1,2) + (3b,1) + (3b,1) + (3b,2) + (6,1)",66,F4_SU3_cubic
489,"(1,1) + (1,1) + (1,2) + (3b,1) + (3b,1) + (3b,2) + (6b,1)",66,F4_SU3_cubic
490,"(1,1) + (1,1) + (1,2) + (3b,1) + (3b,1) + (6,2)",66,F1_SU3_AF
491,"(1,1) + (1,1) + (1,2) + (3b,1) + (3b,1) + (6b,2)",66,F1_SU3_AF
492,"(1,1) + (1,1) + (1,2) + (3b,2) + (6,1) + (6,1)",66,F1_SU3_AF
493,"(1,1) + (1,1) + (1,2) + (3b,2) + (6,1) + (6b,1)",66,F1_SU3_AF
494,"(1,1) + (1,1) + (1,2) + (3b,2) + (6b,1) + (6b,1)",66,F1_SU3_AF
495,"(1,1) + (1,1) + (1,2) + (6,1) + (6,2)",66,F1_SU3_AF
496,"(1,1) + (1,1) + (1,2) + (6,1) + (6b,2)",66,F1_SU3_AF
497,"(1,1) + (1,1) + (1,2) + (6,2) + (6b,1)",66,F1_SU3_AF
498,"(1,1) + (1,1) + (1,2) + (6b,1) + (6b,2)",66,F1_SU3_AF
499,"(1,1) + (1,1) + (3,1) + (3,1) + (3,2) + (8,1)",66,F4_SU3_cubic
500,"(1,1) + (1,1) + (3,1) + (3,1) + (3b,2) + (8,1)",66,F5_Witten
501,"(1,1) + (1,1) + (3,1) + (3,2) + (3b,1) + (8,1)",66,F4_SU3_cubic
502,"(1,1) + (1,1) + (3,1) + (3b,1) + (3b,2) + (8,1)",66,F4_SU3_cubic
503,"(1,1) + (1,1) + (3,2) + (3b,1) + (3b,1) + (8,1)",66,F5_Witten
504,"(1,1) + (1,1) + (3,2) + (6,1) + (8,1)",66,F1_SU3_AF
505,"(1,1) + (1,1) + (3,2) + (6b,1) + (8,1)",66,F1_SU3_AF
506,"(1,1) + (1,1) + (3b,1) + (3b,1) + (3b,2) + (8,1)",66,F4_SU3_cubic
507,"(1,1) + (1,1) + (3b,2) + (6,1) + (8,1)",66,F1_SU3_AF
508,"(1,1) + (1,1) + (3b,2) + (6b,1) + (8,1)",66,F1_SU3_AF
509,"(1,1) + (1,1) + (6,2) + (8,1)",66,F1_SU3_AF
510,"(1,1) + (1,1) + (6b,2) + (8,1)",66,F1_SU3_AF
511,"(1,1) + (1,2) + (3,1) + (8,2)",66,F1_SU3_AF
512,"(1,1) + (1,2) + (3b,1) + (8,2)",66,F1_SU3_AF
513,"(1,1) + (3,1) + (3,1) + (3,1) + (6,2)",66,F1_SU3_AF
514,"(1,1) + (3,1) + (3,1) + (3,1) + (6b,2)",66,F1_SU3_AF
515,"(1,1) + (3,1) + (3,1) + (3b,1) + (6,2)",66,F1_SU3_AF
516,"(1,1) + (3,1) + (3,1) + (3b,1) + (6b,2)",66,F1_SU3_AF
517,"(1,1) + (3,1) + (3,2) + (6,1) + (6,1)",66,F1_SU3_AF
518,"(1,1) + (3,1) + (3,2) + (6,1) + (6b,1)",66,F1_SU3_AF
519,"(1,1) + (3,1) + (3,2) + (6b,1) + (6b,1)",66,F1_SU3_AF
520,"(1,1) + (3,1) + (3b,1) + (3b,1) + (6,2)",66,F1_SU3_AF
521,"(1,1) + (3,1) + (3b,1) + (3b,1) + (6b,2)",66,F1_SU3_AF
522,"(1,1) + (3,1) + (3b,2) + (6,1) + (6,1)",66,F1_SU3_AF
523,"(1,1) + (3,1) + (3b,2) + (6,1) + (6b,1)",66,F1_SU3_AF
524,"(1,1) + (3,1) + (3b,2) + (6b,1) + (6b,1)",66,F1_SU3_AF
525,"(1,1) + (3,1) + (6,1) + (6,2)",66,F1_SU3_AF
526,"(1,1) + (3,1) + (6,1) + (6b,2)",66,F1_SU3_AF
527,"(1,1) + (3,1) + (6,2) + (6b,1)",66,F1_SU3_AF
528,"(1,1) + (3,1) + (6b,1) + (6b,2)",66,F1_SU3_AF
529,"(1,1) + (3,2) + (3b,1) + (6,1) + (6,1)",66,F1_SU3_AF
530,"(1,1) + (3,2) + (3b,1) + (6,1) + (6b,1)",66,F1_SU3_AF
531,"(1,1) + (3,2) + (3b,1) + (6b,1) + (6b,1)",66,F1_SU3_AF
532,"(1,1) + (3b,1) + (3b,1) + (3b,1) + (6,2)",66,F1_SU3_AF
533,"(1,1) + (3b,1) + (3b,1) + (3b,1) + (6b,2)",66,F1_SU3_AF
534,"(1,1) + (3b,1) + (3b,2) + (6,1) + (6,1)",66,F1_SU3_AF
535,"(1,1) + (3b,1) + (3b,2) + (6,1) + (6b,1)",66,F1_SU3_AF
536,"(1,1) + (3b,1) + (3b,2) + (6b,1) + (6b,1)",66,F1_SU3_AF
537,"(1,1) + (3b,1) + (6,1) + (6,2)",66,F1_SU3_AF
538,"(1,1) + (3b,1) + (6,1) + (6b,2)",66,F1_SU3_AF
539,"(1,1) + (3b,1) + (6,2) + (6b,1)",66,F1_SU3_AF
540,"(1,1) + (3b,1) + (6b,1) + (6b,2)",66,F1_SU3_AF
541,"(1,2) + (3,1) + (3,1) + (3,2) + (8,1)",66,F4_SU3_cubic
542,"(1,2) + (3,1) + (3,1) + (3b,2) + (8,1)",66,F7_CPT_duplicate
543,"(1,2) + (3,1) + (3,2) + (3b,1) + (8,1)",66,F4_SU3_cubic
544,"(1,2) + (3,1) + (3b,1) + (3b,2) + (8,1)",66,F4_SU3_cubic
545,"(1,2) + (3,2) + (3b,1) + (3b,1) + (8,1)",66,SURVIVOR_NONMINIMAL
546,"(1,2) + (3,2) + (6,1) + (8,1)",66,F1_SU3_AF
547,"(1,2) + (3,2) + (6b,1) + (8,1)",66,F1_SU3_AF
548,"(1,2) + (3b,1) + (3b,1) + (3b,2) + (8,1)",66,F4_SU3_cubic
549,"(1,2) + (3b,2) + (6,1) + (8,1)",66,F1_SU3_AF
550,"(1,2) + (3b,2) + (6b,1) + (8,1)",66,F1_SU3_AF
551,"(1,2) + (6,2) + (8,1)",66,F1_SU3_AF
552,"(1,2) + (6b,2) + (8,1)",66,F1_SU3_AF
553,"(3,1) + (3,1) + (8,2)",66,F1_SU3_AF
554,"(3,1) + (3b,1) + (8,2)",66,F1_SU3_AF
555,"(3,2) + (8,1) + (8,1)",66,F1_SU3_AF
556,"(3b,1) + (3b,1) + (8,2)",66,F1_SU3_AF
557,"(3b,2) + (8,1) + (8,1)",66,F1_SU3_AF
558,"(6,1) + (8,2)",66,F1_SU3_AF
559,"(6b,1) + (8,2)",66,F1_SU3_AF
560,"(1,1) + (1,1) + (1,2) + (3,1) + (8,2)",69,F1_SU3_AF
561,"(1,1) + (1,1) + (1,2) + (3b,1) + (8,2)",69,F1_SU3_AF
562,"(1,1) + (1,1) + (3,1) + (3,1) + (3,1) + (6,2)",69,F1_SU3_AF
563,"(1,1) + (1,1) + (3,1) + (3,1) + (3,1) + (6b,2)",69,F1_SU3_AF
564,"(1,1) + (1,1) + (3,1) + (3,1) + (3b,1) + (6,2)",69,F1_SU3_AF
565,"(1,1) + (1,1) + (3,1) + (3,1) + (3b,1) + (6b,2)",69,F1_SU3_AF
566,"(1,1) + (1,1) + (3,1) + (3,2) + (6,1) + (6,1)",69,F1_SU3_AF
567,"(1,1) + (1,1) + (3,1) + (3,2) + (6,1) + (6b,1)",69,F1_SU3_AF
568,"(1,1) + (1,1) + (3,1) + (3,2) + (6b,1) + (6b,1)",69,F1_SU3_AF
569,"(1,1) + (1,1) + (3,1) + (3b,1) + (3b,1) + (6,2)",69,F1_SU3_AF
570,"(1,1) + (1,1) + (3,1) + (3b,1) + (3b,1) + (6b,2)",69,F1_SU3_AF
571,"(1,1) + (1,1) + (3,1) + (3b,2) + (6,1) + (6,1)",69,F1_SU3_AF
572,"(1,1) + (1,1) + (3,1) + (3b,2) + (6,1) + (6b,1)",69,F1_SU3_AF
573,"(1,1) + (1,1) + (3,1) + (3b,2) + (6b,1) + (6b,1)",69,F1_SU3_AF
574,"(1,1) + (1,1) + (3,1) + (6,1) + (6,2)",69,F1_SU3_AF
575,"(1,1) + (1,1) + (3,1) + (6,1) + (6b,2)",69,F1_SU3_AF
576,"(1,1) + (1,1) + (3,1) + (6,2) + (6b,1)",69,F1_SU3_AF
577,"(1,1) + (1,1) + (3,1) + (6b,1) + (6b,2)",69,F1_SU3_AF
578,"(1,1) + (1,1) + (3,2) + (3b,1) + (6,1) + (6,1)",69,F1_SU3_AF
579,"(1,1) + (1,1) + (3,2) + (3b,1) + (6,1) + (6b,1)",69,F1_SU3_AF
580,"(1,1) + (1,1) + (3,2) + (3b,1) + (6b,1) + (6b,1)",69,F1_SU3_AF
581,"(1,1) + (1,1) + (3b,1) + (3b,1) + (3b,1) + (6,2)",69,F1_SU3_AF
582,"(1,1) + (1,1) + (3b,1) + (3b,1) + (3b,1) + (6b,2)",69,F1_SU3_AF
583,"(1,1) + (1,1) + (3b,1) + (3b,2) + (6,1) + (6,1)",69,F1_SU3_AF
584,"(1,1) + (1,1) + (3b,1) + (3b,2) + (6,1) + (6b,1)",69,F1_SU3_AF
585,"(1,1) + (1,1) + (3b,1) + (3b,2) + (6b,1) + (6b,1)",69,F1_SU3_AF
586,"(1,1) + (1,1) + (3b,1) + (6,1) + (6,2)",69,F1_SU3_AF
587,"(1,1) + (1,1) + (3b,1) + (6,1) + (6b,2)",69,F1_SU3_AF
588,"(1,1) + (1,1) + (3b,1) + (6,2) + (6b,1)",69,F1_SU3_AF
589,"(1,1) + (1,1) + (3b,1) + (6b,1) + (6b,2)",69,F1_SU3_AF
590,"(1,1) + (1,2) + (3,1) + (3,1) + (3,2) + (8,1)",69,F4_SU3_cubic
591,"(1,1) + (1,2) + (3,1) + (3,1) + (3b,2) + (8,1)",69,F7_CPT_duplicate
592,"(1,1) + (1,2) + (3,1) + (3,2) + (3b,1) + (8,1)",69,F4_SU3_cubic
593,"(1,1) + (1,2) + (3,1) + (3b,1) + (3b,2) + (8,1)",69,F4_SU3_cubic
594,"(1,1) + (1,2) + (3,2) + (3b,1) + (3b,1) + (8,1)",69,SURVIVOR_NONMINIMAL
595,"(1,1) + (1,2) + (3,2) + (6,1) + (8,1)",69,F1_SU3_AF
596,"(1,1) + (1,2) + (3,2) + (6b,1) + (8,1)",69,F1_SU3_AF
597,"(1,1) + (1,2) + (3b,1) + (3b,1) + (3b,2) + (8,1)",69,F4_SU3_cubic
598,"(1,1) + (1,2) + (3b,2) + (6,1) + (8,1)",69,F1_SU3_AF
599,"(1,1) + (1,2) + (3b,2) + (6b,1) + (8,1)",69,F1_SU3_AF
600,"(1,1) + (1,2) + (6,2) + (8,1)",69,F1_SU3_AF
601,"(1,1) + (1,2) + (6b,2) + (8,1)",69,F1_SU3_AF
602,"(1,1) + (3,1) + (3,1) + (8,2)",69,F1_SU3_AF
603,"(1,1) + (3,1) + (3b,1) + (8,2)",69,F1_SU3_AF
604,"(1,1) + (3,2) + (8,1) + (8,1)",69,F1_SU3_AF
605,"(1,1) + (3b,1) + (3b,1) + (8,2)",69,F1_SU3_AF
606,"(1,1) + (3b,2) + (8,1) + (8,1)",69,F1_SU3_AF
607,"(1,1) + (6,1) + (8,2)",69,F1_SU3_AF
608,"(1,1) + (6b,1) + (8,2)",69,F1_SU3_AF
609,"(1,2) + (3,1) + (3,1) + (3,1) + (6,2)",69,F1_SU3_AF
610,"(1,2) + (3,1) + (3,1) + (3,1) + (6b,2)",69,F1_SU3_AF
611,"(1,2) + (3,1) + (3,1) + (3b,1) + (6,2)",69,F1_SU3_AF
612,"(1,2) + (3,1) + (3,1) + (3b,1) + (6b,2)",69,F1_SU3_AF
613,"(1,2) + (3,1) + (3,2) + (6,1) + (6,1)",69,F1_SU3_AF
614,"(1,2) + (3,1) + (3,2) + (6,1) + (6b,1)",69,F1_SU3_AF
615,"(1,2) + (3,1) + (3,2) + (6b,1) + (6b,1)",69,F1_SU3_AF
616,"(1,2) + (3,1) + (3b,1) + (3b,1) + (6,2)",69,F1_SU3_AF
617,"(1,2) + (3,1) + (3b,1) + (3b,1) + (6b,2)",69,F1_SU3_AF
618,"(1,2) + (3,1) + (3b,2) + (6,1) + (6,1)",69,F1_SU3_AF
619,"(1,2) + (3,1) + (3b,2) + (6,1) + (6b,1)",69,F1_SU3_AF
620,"(1,2) + (3,1) + (3b,2) + (6b,1) + (6b,1)",69,F1_SU3_AF
621,"(1,2) + (3,1) + (6,1) + (6,2)",69,F1_SU3_AF
622,"(1,2) + (3,1) + (6,1) + (6b,2)",69,F1_SU3_AF
623,"(1,2) + (3,1) + (6,2) + (6b,1)",69,F1_SU3_AF
624,"(1,2) + (3,1) + (6b,1) + (6b,2)",69,F1_SU3_AF
625,"(1,2) + (3,2) + (3b,1) + (6,1) + (6,1)",69,F1_SU3_AF
626,"(1,2) + (3,2) + (3b,1) + (6,1) + (6b,1)",69,F1_SU3_AF
627,"(1,2) + (3,2) + (3b,1) + (6b,1) + (6b,1)",69,F1_SU3_AF
628,"(1,2) + (3b,1) + (3b,1) + (3b,1) + (6,2)",69,F1_SU3_AF
629,"(1,2) + (3b,1) + (3b,1) + (3b,1) + (6b,2)",69,F1_SU3_AF
630,"(1,2) + (3b,1) + (3b,2) + (6,1) + (6,1)",69,F1_SU3_AF
631,"(1,2) + (3b,1) + (3b,2) + (6,1) + (6b,1)",69,F1_SU3_AF
632,"(1,2) + (3b,1) + (3b,2) + (6b,1) + (6b,1)",69,F1_SU3_AF
633,"(1,2) + (3b,1) + (6,1) + (6,2)",69,F1_SU3_AF
634,"(1,2) + (3b,1) + (6,1) + (6b,2)",69,F1_SU3_AF
635,"(1,2) + (3b,1) + (6,2) + (6b,1)",69,F1_SU3_AF
636,"(1,2) + (3b,1) + (6b,1) + (6b,2)",69,F1_SU3_AF
637,"(3,1) + (3,2) + (6,1) + (8,1)",69,F1_SU3_AF
638,"(3,1) + (3,2) + (6b,1) + (8,1)",69,F1_SU3_AF
639,"(3,1) + (3b,2) + (6,1) + (8,1)",69,F1_SU3_AF
640,"(3,1) + (3b,2) + (6b,1) + (8,1)",69,F1_SU3_AF
641,"(3,1) + (6,2) + (8,1)",69,F1_SU3_AF
642,"(3,1) + (6b,2) + (8,1)",69,F1_SU3_AF
643,"(3,2) + (3b,1) + (6,1) + (8,1)",69,F1_SU3_AF
644,"(3,2) + (3b,1) + (6b,1) + (8,1)",69,F1_SU3_AF
