template_id,template,dof,first_failing_filter_or_status
645,"(3b,1) + (3b,2) + (6,1) + (8,1)",69,F1_SU3_AF
646,"(3b,1) + (3b,2) + (6b,1) + (8,1)",69,F1_SU3_AF
647,"(3b,1) + (6,2) + (8,1)",69,F1_SU3_AF
648,"(3b,1) + (6b,2) + (8,1)",69,F1_SU3_AF
649,"(1,1) + (1,1) + (1,2) + (3,1) + (3,1) + (3,2) + (8,1)",72,F4_SU3_cubic
650,"(1,1) + (1,1) + (1,2) + (3,1) + (3,1) + (3b,2) + (8,1)",72,F7_CPT_duplicate
651,"(1,1) + (1,1) + (1,2) + (3,1) + (3,2) + (3b,1) + (8,1)",72,F4_SU3_cubic
652,"(1,1) + (1,1) + (1,2) + (3,1) + (3b,1) + (3b,2) + (8,1)",72,F4_SU3_cubic
653,"(1,1) + (1,1) + (1,2) + (3,2) + (3b,1) + (3b,1) + (8,1)",72,SURVIVOR_NONMINIMAL
654,"(1,1) + (1,1) + (1,2) + (3,2) + (6,1) + (8,1)",72,F1_SU3_AF
655,"(1,1) + (1,1) + (1,2) + (3,2) + (6b,1) + (8,1)",72,F1_SU3_AF
656,"(1,1) + (1,1) + (1,2) + (3b,1) + (3b,1) + (3b,2) + (8,1)",72,F4_SU3_cubic
657,"(1,1) + (1,1) + (1,2) + (3b,2) + (6,1) + (8,1)",72,F1_SU3_AF
658,"(1,1) + (1,1) + (1,2) + (3b,2) + (6b,1) + (8,1)",72,F1_SU3_AF
659,"(1,1) + (1,1) + (1,2) + (6,2) + (8,1)",72,F1_SU3_AF
660,"(1,1) + (1,1) + (1,2) + (6b,2) + (8,1)",72,F1_SU3_AF
661,"(1,1) + (1,1) + (3,1) + (3,1) + (8,2)",72,F1_SU3_AF
662,"(1,1) + (1,1) + (3,1) + (3b,1) + (8,2)",72,F1_SU3_AF
663,"(1,1) + (1,1) + (3,2) + (8,1) + (8,1)",72,F1_SU3_AF
664,"(1,1) + (1,1) + (3b,1) + (3b,1) + (8,2)",72,F1_SU3_AF
665,"(1,1) + (1,1) + (3b,2) + (8,1) + (8,1)",72,F1_SU3_AF
666,"(1,1) + (1,1) + (6,1) + (8,2)",72,F1_SU3_AF
667,"(1,1) + (1,1) + (6b,1) + (8,2)",72,F1_SU3_AF
668,"(1,1) + (1,2) + (3,1) + (3,1) + (3,1) + (6,2)",72,F1_SU3_AF
669,"(1,1) + (1,2) + (3,1) + (3,1) + (3,1) + (6b,2)",72,F1_SU3_AF
670,"(1,1) + (1,2) + (3,1) + (3,1) + (3b,1) + (6,2)",72,F1_SU3_AF
671,"(1,1) + (1,2) + (3,1) + (3,1) + (3b,1) + (6b,2)",72,F1_SU3_AF
672,"(1,1) + (1,2) + (3,1) + (3,2) + (6,1) + (6,1)",72,F1_SU3_AF
673,"(1,1) + (1,2) + (3,1) + (3,2) + (6,1) + (6b,1)",72,F1_SU3_AF
674,"(1,1) + (1,2) + (3,1) + (3,2) + (6b,1) + (6b,1)",72,F1_SU3_AF
675,"(1,1) + (1,2) + (3,1) + (3b,1) + (3b,1) + (6,2)",72,F1_SU3_AF
676,"(1,1) + (1,2) + (3,1) + (3b,1) + (3b,1) + (6b,2)",72,F1_SU3_AF
677,"(1,1) + (1,2) + (3,1) + (3b,2) + (6,1) + (6,1)",72,F1_SU3_AF
678,"(1,1) + (1,2) + (3,1) + (3b,2) + (6,1) + (6b,1)",72,F1_SU3_AF
679,"(1,1) + (1,2) + (3,1) + (3b,2) + (6b,1) + (6b,1)",72,F1_SU3_AF
680,"(1,1) + (1,2) + (3,1) + (6,1) + (6,2)",72,F1_SU3_AF
681,"(1,1) + (1,2) + (3,1) + (6,1) + (6b,2)",72,F1_SU3_AF
682,"(1,1) + (1,2) + (3,1) + (6,2) + (6b,1)",72,F1_SU3_AF
683,"(1,1) + (1,2) + (3,1) + (6b,1) + (6b,2)",72,F1_SU3_AF
684,"(1,1) + (1,2) + (3,2) + (3b,1) + (6,1) + (6,1)",72,F1_SU3_AF
685,"(1,1) + (1,2) + (3,2) + (3b,1) + (6,1) + (6b,1)",72,F1_SU3_AF
686,"(1,1) + (1,2) + (3,2) + (3b,1) + (6b,1) + (6b,1)",72,F1_SU3_AF
687,"(1,1) + (1,2) + (3b,1) + (3b,1) + (3b,1) + (6,2)",72,F1_SU3_AF
688,"(1,1) + (1,2) + (3b,1) + (3b,1) + (3b,1) + (6b,2)",72,F1_SU3_AF
689,"(1,1) + (1,2) + (3b,1) + (3b,2) + (6,1) + (6,1)",72,F1_SU3_AF
690,"(1,1) + (1,2) + (3b,1) + (3b,2) + (6,1) + (6b,1)",72,F1_SU3_AF
691,"(1,1) + (1,2) + (3b,1) + (3b,2) + (6b,1) + (6b,1)",72,F1_SU3_AF
692,"(1,1) + (1,2) + (3b,1) + (6,1) + (6,2)",72,F1_SU3_AF
693,"(1,1) + (1,2) + (3b,1) + (6,1) + (6b,2)",72,F1_SU3_AF
694,"(1,1) + (1,2) + (3b,1) + (6,2) + (6b,1)",72,F1_SU3_AF
695,"(1,1) + (1,2) + (3b,1) + (6b,1) + (6b,2)",72,F1_SU3_AF
696,"(1,1) + (3,1) + (3,2) + (6,1) + (8,1)",72,F1_SU3_AF
697,"(1,1) + (3,1) + (3,2) + (6b,1) + (8,1)",72,F1_SU3_AF
698,"(1,1) + (3,1) + (3b,2) + (6,1) + (8,1)",72,F1_SU3_AF
699,"(1,1) + (3,1) + (3b,2) + (6b,1) + (8,1)",72,F1_SU3_AF
700,"(1,1) + (3,1) + (6,2) + (8,1)",72,F1_SU3_AF
701,"(1,1) + (3,1) + (6b,2) + (8,1)",72,F1_SU3_AF
702,"(1,1) + (3,2) + (3b,1) + (6,1) + (8,1)",72,F1_SU3_AF
703,"(1,1) + (3,2) + (3b,1) + (6b,1) + (8,1)",72,F1_SU3_AF
704,"(1,1) + (3b,1) + (3b,2) + (6,1) + (8,1)",72,F1_SU3_AF
705,"(1,1) + (3b,1) + (3b,2) + (6b,1) + (8,1)",72,F1_SU3_AF
706,"(1,1) + (3b,1) + (6,2) + (8,1)",72,F1_SU3_AF
707,"(1,1) + (3b,1) + (6b,2) + (8,1)",72,F1_SU3_AF
708,"(1,2) + (3,1) + (3,1) + (8,2)",72,F1_SU3_AF
709,"(1,2) + (3,1) + (3b,1) + (8,2)",72,F1_SU3_AF
710,"(1,2) + (3,2) + (8,1) + (8,1)",72,F1_SU3_AF
711,"(1,2) + (3b,1) + (3b,1) + (8,2)",72,F1_SU3_AF
712,"(1,2) + (3b,2) + (8,1) + (8,1)",72,F1_SU3_AF
713,"(1,2) + (6,1) + (8,2)",72,F1_SU3_AF
714,"(1,2) + (6b,1) + (8,2)",72,F1_SU3_AF
715,"(3,1) + (3,1) + (6,1) + (6,2)",72,F1_SU3_AF
716,"(3,1) + (3,1) + (6,1) + (6b,2)",72,F1_SU3_AF
717,"(3,1) + (3,1) + (6,2) + (6b,1)",72,F1_SU3_AF
718,"(3,1) + (3,1) + (6b,1) + (6b,2)",72,F1_SU3_AF
719,"(3,1) + (3b,1) + (6,1) + (6,2)",72,F1_SU3_AF
720,"(3,1) + (3b,1) + (6,1) + (6b,2)",72,F1_SU3_AF
721,"(3,1) + (3b,1) + (6,2) + (6b,1)",72,F1_SU3_AF
722,"(3,1) + (3b,1) + (6b,1) + (6b,2)",72,F1_SU3_AF
723,"(3,2) + (6,1) + (6,1) + (6,1)",72,F1_SU3_AF
724,"(3,2) + (6,1) + (6,1) + (6b,1)",72,F1_SU3_AF
725,"(3,2) + (6,1) + (6b,1) + (6b,1)",72,F1_SU3_AF
726,"(3,2) + (6b,1) + (6b,1) + (6b,1)",72,F1_SU3_AF
727,"(3b,1) + (3b,1) + (6,1) + (6,2)",72,F1_SU3_AF
728,"(3b,1) + (3b,1) + (6,1) + (6b,2)",72,F1_SU3_AF
729,"(3b,1) + (3b,1) + (6,2) + (6b,1)",72,F1_SU3_AF
730,"(3b,1) + (3b,1) + (6b,1) + (6b,2)",72,F1_SU3_AF
731,"(3b,2) + (6,1) + (6,1) + (6,1)",72,F1_SU3_AF
732,"(3b,2) + (6,1) + (6,1) + (6b,1)",72,F1_SU3_AF
733,"(3b,2) + (6,1) + (6b,1) + (6b,1)",72,F1_SU3_AF
734,"(3b,2) + (6b,1) + (6b,1) + (6b,1)",72,F1_SU3_AF
735,"(6,1) + (6,1) + (6,2)",72,F1_SU3_AF
736,"(6,1) + (6,1) + (6b,2)",72,F1_SU3_AF
737,"(6,1) + (6,2) + (6b,1)",72,F1_SU3_AF
738,"(6,1) + (6b,1) + (6b,2)",72,F1_SU3_AF
739,"(6,2) + (6b,1) + (6b,1)",72,F1_SU3_AF
740,"(6b,1) + (6b,1) + (6b,2)",72,F1_SU3_AF
741,"(8,1) + (8,2)",72,F1_SU3_AF
742,"(1,1) + (1,1) + (1,2) + (3,1) + (3,1) + (3,1) + (6,2)",75,F1_SU3_AF
743,"(1,1) + (1,1) + (1,2) + (3,1) + (3,1) + (3,1) + (6b,2)",75,F1_SU3_AF
744,"(1,1) + (1,1) + (1,2) + (3,1) + (3,1) + (3b,1) + (6,2)",75,F1_SU3_AF
745,"(1,1) + (1,1) + (1,2) + (3,1) + (3,1) + (3b,1) + (6b,2)",75,F1_SU3_AF
746,"(1,1) + (1,1) + (1,2) + (3,1) + (3,2) + (6,1) + (6,1)",75,F1_SU3_AF
747,"(1,1) + (1,1) + (1,2) + (3,1) + (3,2) + (6,1) + (6b,1)",75,F1_SU3_AF
748,"(1,1) + (1,1) + (1,2) + (3,1) + (3,2) + (6b,1) + (6b,1)",75,F1_SU3_AF
749,"(1,1) + (1,1) + (1,2) + (3,1) + (3b,1) + (3b,1) + (6,2)",75,F1_SU3_AF
750,"(1,1) + (1,1) + (1,2) + (3,1) + (3b,1) + (3b,1) + (6b,2)",75,F1_SU3_AF
751,"(1,1) + (1,1) + (1,2) + (3,1) + (3b,2) + (6,1) + (6,1)",75,F1_SU3_AF
752,"(1,1) + (1,1) + (1,2) + (3,1) + (3b,2) + (6,1) + (6b,1)",75,F1_SU3_AF
753,"(1,1) + (1,1) + (1,2) + (3,1) + (3b,2) + (6b,1) + (6b,1)",75,F1_SU3_AF
754,"(1,1) + (1,1) + (1,2) + (3,1) + (6,1) + (6,2)",75,F1_SU3_AF
755,"(1,1) + (1,1) + (1,2) + (3,1) + (6,1) + (6b,2)",75,F1_SU3_AF
756,"(1,1) + (1,1) + (1,2) + (3,1) + (6,2) + (6b,1)",75,F1_SU3_AF
757,"(1,1) + (1,1) + (1,2) + (3,1) + (6b,1) + (6b,2)",75,F1_SU3_AF
758,"(1,1) + (1,1) + (1,2) + (3,2) + (3b,1) + (6,1) + (6,1)",75,F1_SU3_AF
759,"(1,1) + (1,1) + (1,2) + (3,2) + (3b,1) + (6,1) + (6b,1)",75,F1_SU3_AF
760,"(1,1) + (1,1) + (1,2) + (3,2) + (3b,1) + (6b,1) + (6b,1)",75,F1_SU3_AF
761,"(1,1) + (1,1) + (1,2) + (3b,1) + (3b,1) + (3b,1) + (6,2)",75,F1_SU3_AF
762,"(1,1) + (1,1) + (1,2) + (3b,1) + (3b,1) + (3b,1) + (6b,2)",75,F1_SU3_AF
763,"(1,1) + (1,1) + (1,2) + (3b,1) + (3b,2) + (6,1) + (6,1)",75,F1_SU3_AF
764,"(1,1) + (1,1) + (1,2) + (3b,1) + (3b,2) + (6,1) + (6b,1)",75,F1_SU3_AF
765,"(1,1) + (1,1) + (1,2) + (3b,1) + (3b,2) + (6b,1) + (6b,1)",75,F1_SU3_AF
766,"(1,1) + (1,1) + (1,2) + (3b,1) + (6,1) + (6,2)",75,F1_SU3_AF
767,"(1,1) + (1,1) + (1,2) + (3b,1) + (6,1) + (6b,2)",75,F1_SU3_AF
768,"(1,1) + (1,1) + (1,2) + (3b,1) + (6,2) + (6b,1)",75,F1_SU3_AF
769,"(1,1) + (1,1) + (1,2) + (3b,1) + (6b,1) + (6b,2)",75,F1_SU3_AF
770,"(1,1) + (1,1) + (3,1) + (3,2) + (6,1) + (8,1)",75,F1_SU3_AF
771,"(1,1) + (1,1) + (3,1) + (3,2) + (6b,1) + (8,1)",75,F1_SU3_AF
772,"(1,1) + (1,1) + (3,1) + (3b,2) + (6,1) + (8,1)",75,F1_SU3_AF
773,"(1,1) + (1,1) + (3,1) + (3b,2) + (6b,1) + (8,1)",75,F1_SU3_AF
774,"(1,1) + (1,1) + (3,1) + (6,2) + (8,1)",75,F1_SU3_AF
775,"(1,1) + (1,1) + (3,1) + (6b,2) + (8,1)",75,F1_SU3_AF
776,"(1,1) + (1,1) + (3,2) + (3b,1) + (6,1) + (8,1)",75,F1_SU3_AF
777,"(1,1) + (1,1) + (3,2) + (3b,1) + (6b,1) + (8,1)",75,F1_SU3_AF
778,"(1,1) + (1,1) + (3b,1) + (3b,2) + (6,1) + (8,1)",75,F1_SU3_AF
779,"(1,1) + (1,1) + (3b,1) + (3b,2) + (6b,1) + (8,1)",75,F1_SU3_AF
780,"(1,1) + (1,1) + (3b,1) + (6,2) + (8,1)",75,F1_SU3_AF
781,"(1,1) + (1,1) + (3b,1) + (6b,2) + (8,1)",75,F1_SU3_AF
782,"(1,1) + (1,2) + (3,1) + (3,1) + (8,2)",75,F1_SU3_AF
783,"(1,1) + (1,2) + (3,1) + (3b,1) + (8,2)",75,F1_SU3_AF
784,"(1,1) + (1,2) + (3,2) + (8,1) + (8,1)",75,F1_SU3_AF
785,"(1,1) + (1,2) + (3b,1) + (3b,1) + (8,2)",75,F1_SU3_AF
786,"(1,1) + (1,2) + (3b,2) + (8,1) + (8,1)",75,F1_SU3_AF
787,"(1,1) + (1,2) + (6,1) + (8,2)",75,F1_SU3_AF
788,"(1,1) + (1,2) + (6b,1) + (8,2)",75,F1_SU3_AF
789,"(1,1) + (3,1) + (3,1) + (6,1) + (6,2)",75,F1_SU3_AF
790,"(1,1) + (3,1) + (3,1) + (6,1) + (6b,2)",75,F1_SU3_AF
791,"(1,1) + (3,1) + (3,1) + (6,2) + (6b,1)",75,F1_SU3_AF
792,"(1,1) + (3,1) + (3,1) + (6b,1) + (6b,2)",75,F1_SU3_AF
793,"(1,1) + (3,1) + (3b,1) + (6,1) + (6,2)",75,F1_SU3_AF
794,"(1,1) + (3,1) + (3b,1) + (6,1) + (6b,2)",75,F1_SU3_AF
795,"(1,1) + (3,1) + (3b,1) + (6,2) + (6b,1)",75,F1_SU3_AF
796,"(1,1) + (3,1) + (3b,1) + (6b,1) + (6b,2)",75,F1_SU3_AF
797,"(1,1) + (3,2) + (6,1) + (6,1) + (6,1)",75,F1_SU3_AF
798,"(1,1) + (3,2) + (6,1) + (6,1) + (6b,1)",75,F1_SU3_AF
799,"(1,1) + (3,2) + (6,1) + (6b,1) + (6b,1)",75,F1_SU3_AF
800,"(1,1) + (3,2) + (6b,1) + (6b,1) + (6b,1)",75,F1_SU3_AF
801,"(1,1) + (3b,1) + (3b,1) + (6,1) + (6,2)",75,F1_SU3_AF
802,"(1,1) + (3b,1) + (3b,1) + (6,1) + (6b,2)",75,F1_SU3_AF
803,"(1,1) + (3b,1) + (3b,1) + (6,2) + (6b,1)",75,F1_SU3_AF
804,"(1,1) + (3b,1) + (3b,1) + (6b,1) + (6b,2)",75,F1_SU3_AF
805,"(1,1) + (3b,2) + (6,1) + (6,1) + (6,1)",75,F1_SU3_AF
806,"(1,1) + (3b,2) + (6,1) + (6,1) + (6b,1)",75,F1_SU3_AF
807,"(1,1) + (3b,2) + (6,1) + (6b,1) + (6b,1)",75,F1_SU3_AF
808,"(1,1) + (3b,2) + (6b,1) + (6b,1) + (6b,1)",75,F1_SU3_AF
809,"(1,1) + (6,1) + (6,1) + (6,2)",75,F1_SU3_AF
810,"(1,1) + (6,1) + (6,1) + (6b,2)",75,F1_SU3_AF
811,"(1,1) + (6,1) + (6,2) + (6b,1)",75,F1_SU3_AF
812,"(1,1) + (6,1) + (6b,1) + (6b,2)",75,F1_SU3_AF
813,"(1,1) + (6,2) + (6b,1) + (6b,1)",75,F1_SU3_AF
814,"(1,1) + (6b,1) + (6b,1) + (6b,2)",75,F1_SU3_AF
815,"(1,1) + (8,1) + (8,2)",75,F1_SU3_AF
816,"(1,2) + (3,1) + (3,2) + (6,1) + (8,1)",75,F1_SU3_AF
817,"(1,2) + (3,1) + (3,2) + (6b,1) + (8,1)",75,F1_SU3_AF
818,"(1,2) + (3,1) + (3b,2) + (6,1) + (8,1)",75,F1_SU3_AF
819,"(1,2) + (3,1) + (3b,2) + (6b,1) + (8,1)",75,F1_SU3_AF
820,"(1,2) + (3,1) + (6,2) + (8,1)",75,F1_SU3_AF
821,"(1,2) + (3,1) + (6b,2) + (8,1)",75,F1_SU3_AF
822,"(1,2) + (3,2) + (3b,1) + (6,1) + (8,1)",75,F1_SU3_AF
823,"(1,2) + (3,2) + (3b,1) + (6b,1) + (8,1)",75,F1_SU3_AF
824,"(1,2) + (3b,1) + (3b,2) + (6,1) + (8,1)",75,F1_SU3_AF
825,"(1,2) + (3b,1) + (3b,2) + (6b,1) + (8,1)",75,F1_SU3_AF
826,"(1,2) + (3b,1) + (6,2) + (8,1)",75,F1_SU3_AF
827,"(1,2) + (3b,1) + (6b,2) + (8,1)",75,F1_SU3_AF
828,"(3,1) + (3,1) + (3,1) + (8,2)",75,F1_SU3_AF
829,"(3,1) + (3,1) + (3b,1) + (8,2)",75,F1_SU3_AF
830,"(3,1) + (3,2) + (8,1) + (8,1)",75,F1_SU3_AF
831,"(3,1) + (3b,1) + (3b,1) + (8,2)",75,F1_SU3_AF
832,"(3,1) + (3b,2) + (8,1) + (8,1)",75,F1_SU3_AF
833,"(3,1) + (6,1) + (8,2)",75,F1_SU3_AF
834,"(3,1) + (6b,1) + (8,2)",75,F1_SU3_AF
835,"(3,2) + (3b,1) + (8,1) + (8,1)",75,F1_SU3_AF
836,"(3b,1) + (3b,1) + (3b,1) + (8,2)",75,F1_SU3_AF
837,"(3b,1) + (3b,2) + (8,1) + (8,1)",75,F1_SU3_AF
838,"(3b,1) + (6,1) + (8,2)",75,F1_SU3_AF
839,"(3b,1) + (6b,1) + (8,2)",75,F1_SU3_AF
840,"(1,1) + (1,1) + (1,2) + (3,1) + (3,1) + (8,2)",78,F1_SU3_AF
841,"(1,1) + (1,1) + (1,2) + (3,1) + (3b,1) + (8,2)",78,F1_SU3_AF
842,"(1,1) + (1,1) + (1,2) + (3,2) + (8,1) + (8,1)",78,F1_SU3_AF
843,"(1,1) + (1,1) + (1,2) + (3b,1) + (3b,1) + (8,2)",78,F1_SU3_AF
844,"(1,1) + (1,1) + (1,2) + (3b,2) + (8,1) + (8,1)",78,F1_SU3_AF
845,"(1,1) + (1,1) + (1,2) + (6,1) + (8,2)",78,F1_SU3_AF
846,"(1,1) + (1,1) + (1,2) + (6b,1) + (8,2)",78,F1_SU3_AF
847,"(1,1) + (1,1) + (3,1) + (3,1) + (6,1) + (6,2)",78,F1_SU3_AF
848,"(1,1) + (1,1) + (3,1) + (3,1) + (6,1) + (6b,2)",78,F1_SU3_AF
849,"(1,1) + (1,1) + (3,1) + (3,1) + (6,2) + (6b,1)",78,F1_SU3_AF
850,"(1,1) + (1,1) + (3,1) + (3,1) + (6b,1) + (6b,2)",78,F1_SU3_AF
851,"(1,1) + (1,1) + (3,1) + (3b,1) + (6,1) + (6,2)",78,F1_SU3_AF
852,"(1,1) + (1,1) + (3,1) + (3b,1) + (6,1) + (6b,2)",78,F1_SU3_AF
853,"(1,1) + (1,1) + (3,1) + (3b,1) + (6,2) + (6b,1)",78,F1_SU3_AF
854,"(1,1) + (1,1) + (3,1) + (3b,1) + (6b,1) + (6b,2)",78,F1_SU3_AF
855,"(1,1) + (1,1) + (3,2) + (6,1) + (6,1) + (6,1)",78,F1_SU3_AF
856,"(1,1) + (1,1) + (3,2) + (6,1) + (6,1) + (6b,1)",78,F1_SU3_AF
857,"(1,1) + (1,1) + (3,2) + (6,1) + (6b,1) + (6b,1)",78,F1_SU3_AF
858,"(1,1) + (1,1) + (3,2) + (6b,1) + (6b,1) + (6b,1)",78,F1_SU3_AF
859,"(1,1) + (1,1) + (3b,1) + (3b,1) + (6,1) + (6,2)",78,F1_SU3_AF
860,"(1,1) + (1,1) + (3b,1) + (3b,1) + (6,1) + (6b,2)",78,F1_SU3_AF
861,"(1,1) + (1,1) + (3b,1) + (3b,1) + (6,2) + (6b,1)",78,F1_SU3_AF
862,"(1,1) + (1,1) + (3b,1) + (3b,1) + (6b,1) + (6b,2)",78,F1_SU3_AF
863,"(1,1) + (1,1) + (3b,2) + (6,1) + (6,1) + (6,1)",78,F1_SU3_AF
864,"(1,1) + (1,1) + (3b,2) + (6,1) + (6,1) + (6b,1)",78,F1_SU3_AF
865,"(1,1) + (1,1) + (3b,2) + (6,1) + (6b,1) + (6b,1)",78,F1_SU3_AF
866,"(1,1) + (1,1) + (3b,2) + (6b,1) + (6b,1) + (6b,1)",78,F1_SU3_AF
867,"(1,1) + (1,1) + (6,1) + (6,1) + (6,2)",78,F1_SU3_AF
868,"(1,1) + (1,1) + (6,1) + (6,1) + (6b,2)",78,F1_SU3_AF
869,"(1,1) + (1,1) + (6,1) + (6,2) + (6b,1)",78,F1_SU3_AF
870,"(1,1) + (1,1) + (6,1) + (6b,1) + (6b,2)",78,F1_SU3_AF
871,"(1,1) + (1,1) + (6,2) + (6b,1) + (6b,1)",78,F1_SU3_AF
872,"(1,1) + (1,1) + (6b,1) + (6b,1) + (6b,2)",78,F1_SU3_AF
873,"(1,1) + (1,1) + (8,1) + (8,2)",78,F1_SU3_AF
874,"(1,1) + (1,2) + (3,1) + (3,2) + (6,1) + (8,1)",78,F1_SU3_AF
875,"(1,1) + (1,2) + (3,1) + (3,2) + (6b,1) + (8,1)",78,F1_SU3_AF
876,"(1,1) + (1,2) + (3,1) + (3b,2) + (6,1) + (8,1)",78,F1_SU3_AF
877,"(1,1) + (1,2) + (3,1) + (3b,2) + (6b,1) + (8,1)",78,F1_SU3_AF
878,"(1,1) + (1,2) + (3,1) + (6,2) + (8,1)",78,F1_SU3_AF
879,"(1,1) + (1,2) + (3,1) + (6b,2) + (8,1)",78,F1_SU3_AF
880,"(1,1) + (1,2) + (3,2) + (3b,1) + (6,1) + (8,1)",78,F1_SU3_AF
881,"(1,1) + (1,2) + (3,2) + (3b,1) + (6b,1) + (8,1)",78,F1_SU3_AF
882,"(1,1) + (1,2) + (3b,1) + (3b,2) + (6,1) + (8,1)",78,F1_SU3_AF
883,"(1,1) + (1,2) + (3b,1) + (3b,2) + (6b,1) + (8,1)",78,F1_SU3_AF
884,"(1,1) + (1,2) + (3b,1) + (6,2) + (8,1)",78,F1_SU3_AF
885,"(1,1) + (1,2) + (3b,1) + (6b,2) + (8,1)",78,F1_SU3_AF
886,"(1,1) + (3,1) + (3,1) + (3,1) + (8,2)",78,F1_SU3_AF
887,"(1,1) + (3,1) + (3,1) + (3b,1) + (8,2)",78,F1_SU3_AF
888,"(1,1) + (3,1) + (3,2) + (8,1) + (8,1)",78,F1_SU3_AF
889,"(1,1) + (3,1) + (3b,1) + (3b,1) + (8,2)",78,F1_SU3_AF
890,"(1,1) + (3,1) + (3b,2) + (8,1) + (8,1)",78,F1_SU3_AF
891,"(1,1) + (3,1) + (6,1) + (8,2)",78,F1_SU3_AF
892,"(1,1) + (3,1) + (6b,1) + (8,2)",78,F1_SU3_AF
893,"(1,1) + (3,2) + (3b,1) + (8,1) + (8,1)",78,F1_SU3_AF
894,"(1,1) + (3b,1) + (3b,1) + (3b,1) + (8,2)",78,F1_SU3_AF
895,"(1,1) + (3b,1) + (3b,2) + (8,1) + (8,1)",78,F1_SU3_AF
896,"(1,1) + (3b,1) + (6,1) + (8,2)",78,F1_SU3_AF
897,"(1,1) + (3b,1) + (6b,1) + (8,2)",78,F1_SU3_AF
898,"(1,2) + (3,1) + (3,1) + (6,1) + (6,2)",78,F1_SU3_AF
899,"(1,2) + (3,1) + (3,1) + (6,1) + (6b,2)",78,F1_SU3_AF
900,"(1,2) + (3,1) + (3,1) + (6,2) + (6b,1)",78,F1_SU3_AF
901,"(1,2) + (3,1) + (3,1) + (6b,1) + (6b,2)",78,F1_SU3_AF
902,"(1,2) + (3,1) + (3b,1) + (6,1) + (6,2)",78,F1_SU3_AF
903,"(1,2) + (3,1) + (3b,1) + (6,1) + (6b,2)",78,F1_SU3_AF
904,"(1,2) + (3,1) + (3b,1) + (6,2) + (6b,1)",78,F1_SU3_AF
905,"(1,2) + (3,1) + (3b,1) + (6b,1) + (6b,2)",78,F1_SU3_AF
906,"(1,2) + (3,2) + (6,1) + (6,1) + (6,1)",78,F1_SU3_AF
907,"(1,2) + (3,2) + (6,1) + (6,1) + (6b,1)",78,F1_SU3_AF
908,"(1,2) + (3,2) + (6,1) + (6b,1) + (6b,1)",78,F1_SU3_AF
909,"(1,2) + (3,2) + (6b,1) + (6b,1) + (6b,1)",78,F1_SU3_AF
910,"(1,2) + (3b,1) + (3b,1) + (6,1) + (6,2)",78,F1_SU3_AF
911,"(1,2) + (3b,1) + (3b,1) + (6,1) + (6b,2)",78,F1_SU3_AF
912,"(1,2) + (3b,1) + (3b,1) + (6,2) + (6b,1)",78,F1_SU3_AF
913,"(1,2) + (3b,1) + (3b,1) + (6b,1) + (6b,2)",78,F1_SU3_AF
914,"(1,2) + (3b,2) + (6,1) + (6,1) + (6,1)",78,F1_SU3_AF
915,"(1,2) + (3b,2) + (6,1) + (6,1) + (6b,1)",78,F1_SU3_AF
916,"(1,2) + (3b,2) + (6,1) + (6b,1) + (6b,1)",78,F1_SU3_AF
917,"(1,2) + (3b,2) + (6b,1) + (6b,1) + (6b,1)",78,F1_SU3_AF
918,"(1,2) + (6,1) + (6,1) + (6,2)",78,F1_SU3_AF
919,"(1,2) + (6,1) + (6,1) + (6b,2)",78,F1_SU3_AF
920,"(1,2) + (6,1) + (6,2) + (6b,1)",78,F1_SU3_AF
921,"(1,2) + (6,1) + (6b,1) + (6b,2)",78,F1_SU3_AF
922,"(1,2) + (6,2) + (6b,1) + (6b,1)",78,F1_SU3_AF
923,"(1,2) + (6b,1) + (6b,1) + (6b,2)",78,F1_SU3_AF
924,"(1,2) + (8,1) + (8,2)",78,F1_SU3_AF
925,"(3,1) + (3,1) + (6,2) + (8,1)",78,F1_SU3_AF
926,"(3,1) + (3,1) + (6b,2) + (8,1)",78,F1_SU3_AF
927,"(3,1) + (3b,1) + (6,2) + (8,1)",78,F1_SU3_AF
928,"(3,1) + (3b,1) + (6b,2) + (8,1)",78,F1_SU3_AF
929,"(3,2) + (6,1) + (6,1) + (8,1)",78,F1_SU3_AF
930,"(3,2) + (6,1) + (6b,1) + (8,1)",78,F1_SU3_AF
931,"(3,2) + (6b,1) + (6b,1) + (8,1)",78,F1_SU3_AF
932,"(3b,1) + (3b,1) + (6,2) + (8,1)",78,F1_SU3_AF
933,"(3b,1) + (3b,1) + (6b,2) + (8,1)",78,F1_SU3_AF
934,"(3b,2) + (6,1) + (6,1) + (8,1)",78,F1_SU3_AF
935,"(3b,2) + (6,1) + (6b,1) + (8,1)",78,F1_SU3_AF
936,"(3b,2) + (6b,1) + (6b,1) + (8,1)",78,F1_SU3_AF
937,"(6,1) + (6,2) + (8,1)",78,F1_SU3_AF
938,"(6,1) + (6b,2) + (8,1)",78,F1_SU3_AF
939,"(6,2) + (6b,1) + (8,1)",78,F1_SU3_AF
940,"(6b,1) + (6b,2) + (8,1)",78,F1_SU3_AF
941,"(1,1) + (1,1) + (1,2) + (3,1) + (3,2) + (6,1) + (8,1)",81,F1_SU3_AF
942,"(1,1) + (1,1) + (1,2) + (3,1) + (3,2) + (6b,1) + (8,1)",81,F1_SU3_AF
